Opponent,Results,Score,PlusMinus
Iowa,L, 99_58 ,-15.6
Central Michigan,L, 79_73 ,0.3
Miami OH,L, 67_57 ,-7
Mount St. Joseph,W, 80_55 ,-
Eastern Illinois,L, 92_88 ,-9.3
Tennessee Martin,W, 81_63 ,13.2
DePaul,L, 91_72 ,-12.5
North Dakota St.,L, 68_50 ,-11.8
North Dakota St.,L, 78_67 ,-4.4
South Dakota St.,L, 83_77 ,-6.7
South Dakota St.,L, 92_63 ,-3.6
South Dakota,L, 65_60 ,-1.5
South Dakota,L, 84_74 ,-14.8
North Dakota,L, 83_81 ,9.3
North Dakota,W, 99_87 ,1.3
Nebraska Omaha,W, 85_77 ,7.2
Nebraska Omaha,W, 75_73 ,3.5
Denver,W, 75_69 ,-2.4
Denver,W, 82_75 ,9.1
Oral Roberts,L, 85_81 ,3.1
Oral Roberts,L, 95_59 ,-17.8
South Dakota,+9.5, 82_7320%,
