Opponent,Results,Score,PlusMinus
Toledo,L, 70_61 ,5.2
Ohio,L, 101_46 ,-23.9
Ohio St.,L, 67_61 ,-5.4
Fort Wayne,W, 63_61 ,5.2
Fort Wayne,W, 89_80 ,16.3
Youngstown St.,W, 87_69 ,5.6
Youngstown St.,W, 81_74 ,-5
IUPUI,W, 65_62 ,0.8
IUPUI,W, 59_49 ,2.2
Northern Kentucky,W, 58_44 ,11.9
Northern Kentucky,W, 74_71 OT,0.5
Wright St.,W, 66_64 ,-0.8
Wright St.,L, 85_49 ,-13.9
Milwaukee,W, 64_53 ,7.9
Milwaukee,L, 81_80 OT,7.3
Green Bay,W, 74_68 ,1.8
Green Bay,W, 73_65 ,8.1
Oakland,W, 80_72 ,9.8
Oakland,W, 80_78 ,3.4
Detroit,L, 89_83 ,-7.4
Detroit,W, 71_64 ,-0.5
Fort Wayne,L, 75_68 ,-1.5
Fort Wayne,W, 67_55 ,-1.4
Fort Wayne,W, 108_104 3OT,1.6
Milwaukee,-3.9, 71_6766%,
