Opponent,Results,Score,PlusMinus
Memphis,L, 85_68 ,-3.3
Little Rock,L, 86_83 ,-2.8
Saint Louis,L, 88_65 ,-10.7
Arkansas,L, 100_75 ,-4.3
Mississippi,L, 68_54 ,-12
Mississippi St.,L, 81_65 ,-7.9
Champion Chris.,W, 92_28 ,-
Baylor,L, 93_56 ,-16.8
McNeese St.,W, 81_67 ,5.6
New Orleans,W, 83_79 ,0
Sam Houston St.,L, 91_80 ,-8.9
Stephen F. Austin,L, 95_69 ,-10.7
Nicholls St.,L, 74_72 ,-1.3
Abilene Christian,L, 93_58 ,-12.6
Southeastern Louisiana,L, 69_57 ,-4.8
Northwestern St.,L, 81_77 ,-0.2
McNeese St.,L, 80_70 ,-1.8
Sam Houston St.,L, 97_57 ,-6.8
Nicholls St.,L, 79_68 ,-6.7
New Orleans,L, 88_63 ,-9.8
Abilene Christian,W, 84_82 ,-5.7
Stephen F. Austin,L, 79_66 ,-0.8
Southeastern Louisiana,W, 88_71 ,11.6
Northwestern St.,+4, 81_7736%,
