Opponent,Results,Score,PlusMinus
Coppin St.,W, 81_71 ,6.6
Michigan St.,L, 75_69 ,-3.5
Bellarmine,W, 76_54 ,11.2
Illinois,L, 83_68 ,-11.5
Notre Dame,W, 75_65 ,8.5
Boston College,W, 83_82 ,-3.9
Wake Forest,W, 79_68 ,3.3
Virginia Tech,L, 74_67 ,-8.3
Pittsburgh,L, 79_73 ,-5.7
Louisville,L, 70_65 ,-1.5
Georgia Tech,W, 75_68 ,2.5
Clemson,W, 79_53 ,15.2
Miami FL,L, 77_75 ,-1.4
North Carolina,L, 91_87 ,-5
Notre Dame,L, 93_89 ,4.1
North Carolina St.,W, 69_53 ,14.8
Wake Forest,W, 84_60 ,13.1
Virginia,W, 66_65 ,-0.2
Syracuse,W, 85_71 ,14.9
Louisville,L, 80_73 OT,-3.6
Georgia Tech,L, 81_77 OT,-0.5
North Carolina,+1.5, 76_7444%,
