Opponent,Results,Score,PlusMinus
Colorado,L, 84_61 ,-13.6
Drake,L, 69_53 ,-7.6
Nebraska,L, 76_69 ,-5.1
North Dakota,L, 75_71 ,-0.8
North Dakota St.,L, 74_67 ,0.8
South Dakota St.,W, 91_78 ,14.2
Drake,L, 75_57 ,-6.6
Mt. Marty,W, 84_44 ,-
Denver,W, 93_54 ,19.1
Denver,W, 79_57 ,13.3
UMKC,W, 66_64 ,8.3
UMKC,W, 68_62 ,2.3
Western Illinois,W, 65_60 ,1.5
Western Illinois,W, 84_74 ,14.8
Nebraska Omaha,W, 91_59 ,20.3
Nebraska Omaha,W, 97_93 ,3.1
South Dakota St.,W, 64_56 ,4.7
South Dakota St.,L, 89_78 ,3.7
North Dakota,L, 85_76 ,-2.8
North Dakota,L, 85_81 ,-8.9
Oral Roberts,W, 86_84 ,3.7
North Dakota St.,W, 80_71 ,5.3
North Dakota St.,L, 89_77 ,-0.6
Western Illinois,-9.5, 82_7380%,
