Opponent,Results,Score,PlusMinus
Emmanuel (GA),L, 64_61 ,-
Miami FL,L, 82_60 ,-11.1
Florida,L, 86_40 ,-14.3
South Florida,L, 73_62 ,-8.9
Florida Atlantic,W, 78_69 ,8
Carver,W, 95_51 ,-
North Alabama,W, 86_77 ,7.5
North Alabama,L, 73_66 OT,-5.2
Liberty,W, 65_59 ,-2.3
Liberty,L, 68_58 ,-6.4
Bellarmine,L, 67_62 ,1.8
Bellarmine,L, 76_65 ,8
Florida Gulf Coast,L, 64_63 ,-0.1
Florida Gulf Coast,W, 77_66 ,11.8
Carver,W, 110_56 ,-
Lipscomb,W, 73_68 ,-5.2
Lipscomb,L, 69_61 ,1.2
Kennesaw St.,W, 74_61 ,3.6
Kennesaw St.,L, 83_75 ,-11.2
Jacksonville,W, 91_75 ,14.2
Jacksonville,L, 86_82 ,-10.5
North Florida,L, 79_74 ,0.9
North Florida,W, 85_68 ,9.6
Bellarmine,+5.2, 74_6930%,
