Opponent,Results,Score,PlusMinus
Northern Kentucky,L, 74_73 ,-1.6
Michigan,L, 84_65 ,-12.2
Illinois Chicago,W, 68_66 ,5.4
Northern Illinois,W, 79_70 OT,-3.1
Illinois St.,W, 82_66 ,10.5
Indiana St.,L, 67_57 ,-7.4
Western Michigan,W, 76_68 ,-0.3
Ohio,L, 78_68 ,-6.6
Buffalo,L, 86_69 ,-5.6
Bowling Green,W, 88_64 ,8.8
Northern Illinois,W, 78_58 ,11.1
Miami OH,L, 81_71 ,0.9
Ohio,L, 85_77 ,-7.6
Akron,L, 74_42 ,-12.1
Buffalo,L, 78_58 ,-5.3
Toledo,W, 81_67 ,-3
Bowling Green,L, 75_62 ,-2.6
Akron,L, 88_79 ,-0.6
Kent St.,W, 90_71 ,15.5
Central Michigan,W, 97_91 ,3.4
Eastern Michigan,W, 100_65 ,17.6
Toledo,+10.8, 82_7116%,
