Opponent,Results,Score,PlusMinus
Point Park,W, 75_57 ,-
Bowling Green,L, 85_65 ,-6.7
Marshall,L, 85_71 ,-12.8
Fort Wayne,W, 102_88 ,3.6
Fort Wayne,L, 87_82 ,-9.2
Milwaukee,W, 67_64 ,-0.6
Illinois Chicago,L, 67_53 ,-7.3
Illinois Chicago,L, 66_62 OT,-2.4
Northern Kentucky,L, 81_76 ,-2.6
Northern Kentucky,L, 79_74 OT,4.8
Wright St.,L, 79_70 ,-2.1
Wright St.,L, 86_56 ,-12.9
Youngstown St.,L, 84_78 OT,-0.4
Youngstown St.,L, 70_66 OT,-4.5
Oakland,W, 88_82 2OT,-2.4
Oakland,L, 86_81 ,-9.6
Detroit,L, 85_74 ,-11.6
Detroit,L, 80_61 ,-1.1
Detroit,L, 83_73 ,-6.1
