Opponent,Results,Score,PlusMinus
Southeastern Louisiana,W, 67_63 OT,5.1
Cleveland St.,L, 63_61 ,-5.2
Cleveland St.,L, 89_80 ,-16.3
Robert Morris,L, 102_88 ,-3.6
Robert Morris,W, 87_82 ,9.2
Northern Kentucky,L, 75_68 ,2
Northern Kentucky,L, 70_68 ,1.9
Illinois Chicago,W, 96_89 OT,3.4
Illinois Chicago,W, 88_55 ,13.4
Milwaukee,W, 81_72 ,-0.1
Milwaukee,W, 81_74 ,7.4
Green Bay,L, 77_59 ,-11.4
Green Bay,L, 87_72 ,-7.7
Oakland,L, 81_66 ,-7.2
Oakland,L, 82_75 ,-5.7
Detroit,L, 82_72 ,-4.8
Detroit,L, 83_56 ,-7.2
Youngstown St.,L, 84_70 ,-8
Youngstown St.,L, 72_70 ,0.8
Cleveland St.,W, 75_68 ,1.5
Cleveland St.,L, 67_55 ,1.4
Green Bay,W, 89_84 2OT,-2
Cleveland St.,L, 108_104 3OT,-1.6
