Opponent,Results,Score,PlusMinus
Kansas,W, 102_90 ,6.8
Auburn,W, 90_67 ,13.4
West Virginia,W, 87_82 ,-1
Iowa,W, 99_88 ,9.8
Northwestern St.,W, 95_57 ,13.3
Northwestern St.,W, 95_78 ,17.6
Virginia,W, 98_75 ,15
Northern Arizona,W, 88_58 ,23.7
Dixie St.,W, 112_67 ,17.5
San Francisco,W, 85_62 ,9
BYU,W, 86_69 ,19.9
Portland,W, 116_88 ,16.1
Pepperdine,W, 95_70 ,7.8
Saint Mary's,W, 73_59 ,3.9
Pacific,W, 95_49 ,25.3
San Diego,W, 90_62 ,8
Pepperdine,W, 97_75 ,10.7
Pacific,W, 76_58 ,1.2
BYU,W, 82_71 ,11.9
San Francisco,W, 100_61 ,18.4
Saint Mary's,W, 87_65 ,20.4
San Diego,W, 106_69 ,19
Santa Clara,W, 89_75 ,2.8
Loyola Marymount,W, 86_69 ,6.3
