Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef
Quinnipiac,31,11_7,16_15,105.8,112.6,19.4,15.7,48.5,50.1,37.7,34.5,37.3,27
UMBC,31,11_5,21_13,96,102.2,18.3,22.9,49.5,51.8,31.3,34,31.1,32.9
East Carolina,31,3_15,10_21,99.8,106.3,19,19.5,47.7,52,28.4,32.9,35.6,41.8
UMKC,31,6_10,11_21,100.6,107.3,17.2,20.9,47.8,53,35.2,36.5,32.4,36.7
Holy Cross,33,6_12,16_17,100.7,107.4,16.1,22.1,52.5,52.2,35.4,37.3,23.1,26.8
Fordham,31,3_15,12_20,97.1,103.7,16.4,19.1,44.7,49.6,33,32.9,24.5,36.9
St. Francis PA,31,12_6,18_15,106,113.2,17.4,16.9,46.5,54.9,35.3,34.8,35,31.8
Western Michigan,31,2_16,8_24,99.3,106,21.7,15.2,49.4,50.1,30.5,36.9,36.7,29.9
Youngstown St.,30,8_10,12_20,104.9,112.1,18.5,16.2,48.5,55,34.1,34.2,23.1,38.5
Troy,28,5_13,12_18,101.8,109.1,19.9,17.1,51.7,50.1,33.2,37.8,31.7,32.8
North Dakota,26,6_10,12_18,98.4,105.6,17.9,17.3,49.6,52.2,36,35.3,27.2,30
LIU Brooklyn,31,9_9,16_16,98.5,105.7,20.1,18.5,50.3,47.7,34.1,32.8,34.4,35.4
UC Davis,29,7_9,11_20,96.4,103.5,19.9,21.1,49,53.3,32.7,34.6,29.7,37.7
Rice,30,8_10,13_19,102.3,110.1,18.9,14.9,48.1,51.5,35.3,34.5,38.5,30.6
Evansville,30,5_13,11_21,99.1,106.6,18.5,17.1,47.9,49,34.2,34.8,37.5,37.5
Cal St. Northridge,33,7_9,13_21,104.4,112.3,16.7,17.1,50.3,48.2,36.1,38.4,31.8,32.2
The Citadel,27,4_14,12_18,107,115.1,17.3,16.9,54.2,57.5,33.5,37.1,25.8,31.7
Sacred Heart,31,11_7,15_17,103.5,111.6,19.9,16.5,51.1,49.3,35.2,37.3,38.1,31.3
Norfolk St.,33,14_2,22_14,97.9,105.6,20.3,20.7,46.1,48,37,33.9,38.2,42.6
Morehead St.,31,8_10,13_20,102.2,110.2,17.2,17.7,47.1,51.3,33.6,36.4,33.9,28.4
Delaware,31,8_10,17_16,104.5,113.1,17.2,14.9,50.9,49.9,37.8,38.4,31.2,28.6
Longwood,31,5_11,16_18,99.6,107.9,20.4,17.4,50.8,50.5,36,33.7,33.6,33.7
Tulane,31,0_18,4_27,97.9,106.1,21,15.1,46.7,50.7,31.8,33.6,32.8,31.6
Navy,31,8_10,12_19,98.2,106.5,20.7,16.6,46.4,53.2,31.7,33.8,30.5,29.7
Southern Utah,32,9_11,17_17,97.1,105.4,18.9,16.9,50,48,33.7,36.1,39.4,38
Loyola MD,32,7_11,11_21,101.7,110.3,19.5,20.6,51.8,53.7,34.2,39.2,33.6,32.3
Oral Roberts,30,7_9,11_21,104.6,113.6,20.4,14.5,50.7,51.3,36.4,39,26.1,32.7
UNC Wilmington,32,5_13,10_23,104.9,114,18.5,14.5,49.3,54.4,35,38.8,32.8,31.9
Albany,31,7_9,12_20,99,107.6,20.9,18.5,46.9,51,34.8,35.9,32.5,30.2
Milwaukee,30,4_14,9_22,99.6,108.4,18,15.3,46.5,53,33.8,33.3,28.2,36.3
St. Francis NY,31,9_9,17_16,96.7,105.2,17.6,19.2,47.3,49,33.5,32.4,28.6,39.3
Cleveland St.,29,5_13,10_21,102.5,111.6,18.5,16.8,48.9,53.2,36.5,32.9,31.7,34
Grambling St.,31,10_8,17_17,96.1,104.8,22.1,18,45.5,44.7,40.2,30.6,43,42.3
New Orleans,29,12_6,19_14,97.3,106.1,21.8,22.5,47.2,50.5,33.3,32.7,36,40.4
Tennessee Martin,29,6_12,12_19,105.7,115.3,18.8,19.3,49.9,56.7,34.1,38.5,26.4,27.2
Fairfield,31,6_12,9_22,97,106,20.7,21.4,49.5,51.2,35,36.6,23.9,40.1
Montana St.,31,11_9,15_17,106.7,116.6,17.1,17.2,51.1,57.4,37.6,37.8,34.9,28.3
Drexel,31,7_11,13_19,104.2,113.9,16.6,14.6,50.9,54.7,34.7,38.2,30.6,30.3
Robert Morris,33,11_7,18_17,96.4,105.4,21,22.2,47.3,52.2,34.1,34.7,32.2,38.5
Houston Baptist,28,8_10,12_18,103.3,113,19.5,20.2,49.3,54.3,33.4,39,42.4,35.7
Canisius,32,11_7,15_17,102.2,111.8,18.6,20.5,52,53.3,32.4,36,31.4,36.9
Jacksonville,30,5_11,12_20,98.1,107.4,19.9,18.2,51,50.3,31.2,37,30.5,28.8
George Washington,33,4_14,9_24,96.4,105.6,18.2,17.1,45.3,49.8,31.1,35.6,32.6,30.2
Portland St.,29,11_9,16_16,102.3,112.1,19.4,18.8,48.3,54.6,29.8,34.8,37.3,43.3
Western Carolina,31,4_14,7_25,100.9,110.7,25.1,14.7,52.3,57.8,36.8,34.1,34.8,39.7
Towson,31,6_12,10_22,100.8,110.6,18.8,15.2,47.6,50.8,32.6,35.7,28.1,33
Sacramento St.,28,8_12,15_16,97,106.6,19.1,21.4,48.3,50.8,33.1,37,33.5,36.8
James Madison,31,6_12,14_19,101.1,111.1,18.8,16.4,47.5,52.6,36.6,35.7,33.4,34
"North Carolina Central   16 seed, R68",31,10_6,18_16,99.2,109.1,22.7,17.5,51.3,50.9,31.5,32,33.5,31.4
Western Illinois,29,4_12,10_21,98,107.8,16.3,14.5,45.9,48.4,38.2,38.9,23.2,28.1
Monmouth,35,10_8,14_21,93.8,103.2,20.6,21.2,46.4,48.4,29.7,35.8,40.3,43.2
UMass Lowell,30,7_9,15_17,102.9,113.6,19.6,17.9,55.1,54.7,34.3,31.6,34.1,32.6
Texas A&M Corpus Chris,28,9_9,14_18,95,105,22.3,20.1,47.6,46.1,32.3,34.9,29.8,41.7
Elon,30,7_11,11_21,100.3,110.9,18.4,15.2,52.2,51.5,34.6,37.8,24.3,29.4
VMI,29,4_14,11_21,102.3,113.3,16.5,16.9,47.6,56.8,35.4,38.1,29.2,32
Eastern Illinois,31,7_11,14_18,100.4,111.6,18.8,18.4,46.7,50.3,36.2,39,28.7,33.1
North Alabama,29,7_9,10_22,95.1,105.8,19.3,17.2,44.4,52.6,29.7,35.1,30.8,38
North Carolina A&T,30,13_3,19_13,96.4,107.6,19.4,20.7,51,49.5,34.1,31.7,31.1,32
Tennessee St.,28,6_12,9_21,98.4,110,22.7,20.3,49.3,52.6,32.6,38.4,36.2,54
Nicholls St.,27,7_11,14_17,99.4,111.2,17.2,18.1,45.4,53.5,37,30.7,21.9,36
Howard,31,10_6,17_17,102.7,114.9,16.8,19.8,45.5,50.8,36.8,35.5,33.8,37.8
Lafayette,29,7_11,10_20,101.6,113.7,18.7,15.3,49.2,52.9,38.3,38.6,24.5,31.2
Central Arkansas,30,8_10,14_19,99.7,111.6,19.7,18,46.3,51.2,35.3,35.3,34.2,34.3
Bethune Cookman,29,9_7,14_17,94.2,105.7,21.5,19.7,48.3,48.7,32.4,30.9,37.1,36.6
UTEP,27,3_15,8_21,89.9,101,22.8,19,44.3,46.6,32,36.2,34.7,32.9
Northern Arizona,31,8_12,10_21,100.5,113,17,16.6,49.2,55.9,34.6,35.8,33.8,29.7
Niagara,32,6_12,13_19,102.4,115.5,17.3,16.2,46.1,51.3,35.9,38,33.3,25.3
Wyoming,31,4_14,8_24,95.3,107.6,19.9,17.4,47.1,51.6,34.5,34.6,39.1,34.4
Idaho St.,28,7_13,11_19,103.9,117.5,17.6,15,50.4,54.2,36.2,39.6,28.8,30.6
Denver,29,3_13,8_22,99.4,112.4,19.7,15.7,47.8,51.7,36.2,41.8,26.2,28.3
Saint Peter's,32,6_12,10_22,95.1,107.8,23.3,18.7,48.8,46.7,32.5,38.6,34.8,38.5
Charlotte,29,5_13,8_21,95.7,108.5,22,17.9,49.2,49.9,31.1,35.5,36.3,32.6
Southeast Missouri St.,29,5_13,10_21,97.6,111.3,20.2,17.4,47.4,55.7,36.6,32.3,29.1,33.5
Wagner,28,8_10,13_17,94,107.3,20.8,19.8,43.1,49.9,30.1,35.2,33.8,46.5
Mount St. Mary's,29,6_12,9_22,95.8,109.6,19,17.8,48.7,51.1,31.2,35.8,33.9,34.8
Florida A&M,29,9_7,12_19,89.3,102.3,24.6,21.7,46.9,50.4,36.4,30.2,31.1,40.5
Stephen F. Austin,26,7_11,14_16,95.6,109.7,20.5,21.5,47.6,49.9,33.3,37.4,36.2,36.1
Jackson St.,30,10_8,13_19,91.2,104.9,20.4,20.7,45.9,46.8,27.9,35.5,34.3,44
UC Riverside,30,4_12,10_23,98,112.8,20.3,16,47.2,53.7,38,37.2,22.7,33.4
Portland,30,0_16,7_25,94.7,109.1,19.9,16.3,45.8,49.2,32.9,37.1,39,34.6
Bryant,30,7_11,10_20,99.6,115.4,18.4,18.6,49.2,52.8,32.5,38.8,36.8,35.4
Manhattan,32,8_10,11_21,90.4,104.6,24.1,23.5,45.6,48.6,33.2,36.1,33.3,45.6
Binghamton,31,5_11,10_23,97.1,113.2,18.5,16.7,48.4,49,33.9,38.4,24.3,25.2
Central Connecticut,29,5_13,11_20,96.3,112.4,19.8,18.1,45.8,51.5,32.8,36.6,34.1,37.2
SIU Edwardsville,29,6_12,10_21,96.8,113.1,18.7,18.9,47.6,56.8,30.3,37.5,34.6,39.3
Stetson,29,3_13,7_24,97.1,113.6,17.5,18,45,54.2,31,36.6,25,33
Arkansas Pine Bluff,31,10_8,13_19,95.3,111.6,22.1,19.7,47,50.8,34,35.5,42.4,45
Tennessee Tech,29,4_14,8_23,89.5,105,22.8,19.2,43.9,51.1,33.6,34.1,36.3,33.2
McNeese St.,27,5_13,9_22,97.5,114.5,21.3,17.7,51.3,53.8,31,36.5,38.8,29.3
Southern,31,6_12,7_25,94,110.9,23.2,22.2,48.8,54.8,32.6,36.7,34.6,50.5
Cal Poly,27,2_14,6_23,98.2,115.9,17,15.6,46.6,51.5,32,36.5,25.8,38.1
Alabama St.,29,9_9,12_19,94.8,112.5,21,21.2,44.7,53.6,32.1,34.7,37.4,36.9
Maine,31,3_13,5_27,94.1,111.8,22.2,19.1,49.9,52.7,31,38.7,25.6,38.6
Kennesaw St.,30,3_13,6_26,92.2,109.9,19,17.1,39.1,53.7,31.4,35.9,30.1,27.7
USC Upstate,29,1_15,6_26,93.7,112.3,19.9,18.2,46.8,54,32.1,34.3,25.3,39
South Carolina St.,32,5_11,8_26,98.4,118.6,20.8,20.4,46.5,57.1,32.4,36.9,39.7,40
Morgan St.,28,4_12,9_21,93,112.2,17.9,23.9,41.5,52.4,33.1,36.7,34.3,39.9
San Jose St.,30,1_17,4_27,93.8,113.6,21.9,15.4,44.1,56.3,33,37.3,34.8,26.9
Incarnate Word,27,1_17,6_25,98.3,120,24.1,19.7,51.4,61.2,35.1,37.6,34.8,39.1
Northwestern St.,28,6_12,11_20,90.1,110.3,22.7,19.5,46.2,48.1,28,37.5,33.6,36.5
Savannah St.,30,8_8,11_20,95.7,117.9,19.9,19.3,53.7,53.5,29.2,36.1,25.2,33.3
Coppin St.,33,7_9,8_25,88.6,110,23.3,16.7,47.7,47.1,28.6,36.5,37.7,33.6
UNC Asheville,28,2_14,4_27,94.1,117,23.5,18.2,45.2,56.7,31.7,36.2,26.3,33.7
Idaho,29,2_18,5_27,95.7,119,20,13.3,46.5,55.4,37.6,34.3,28.2,33.1
Alabama A&M,32,4_14,5_27,88.3,110.1,22.3,21,45,54.1,31.6,35.3,25.1,38.8
Mississippi Valley St.,31,4_14,6_26,91,114,18.5,17.5,40.1,51.4,31,39.1,33.7,32
Alcorn St.,27,6_12,10_21,90.2,113.4,24.1,18.2,45,55.3,31.3,32.1,30.5,36.5
New Hampshire,27,3_13,5_24,84.8,107,18.4,16.9,39.4,52.1,32.6,33.6,21.9,38
Chicago St.,30,0_16,3_29,89.6,118.3,22.5,16.7,43.5,57.9,30.7,38.5,33.1,33.9
Delaware St.,29,2_14,6_25,85.4,113,19,18.9,37.7,52.6,29,34.7,25.5,39.2
Maryland Eastern Shore,30,5_11,7_25,86.8,115.2,20.7,19,44.5,53.2,27.9,37.3,28.3,36.6
