Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef
Drake,30,6_12,8_22,104,110.9,22.3,16.9,47.4,53.2,40.6,38.5,34,30.5
Bradley,32,3_15,8_24,91.9,98.1,20.4,21.9,40.7,47.2,30.1,36.9,37.8,46.2
Brown,29,4_10,11_18,98.3,105,21.6,16.4,47.2,47,31.1,34.7,45,36.4
Portland St.,27,9_9,13_14,100.9,107.9,16.4,17.5,45.5,50.2,37.3,38.5,37.2,31.4
UNC Asheville,28,10_8,12_16,100.3,107.4,20.8,18.3,48.2,49,35.2,33.9,35.4,43.3
Siena,31,7_13,11_20,103.9,111.2,18.7,21.2,46.6,49.9,33.2,36.2,41.9,51
Cal St. Bakersfield,30,7_7,11_19,98.3,105.4,20.1,19,45,44.4,32,36.6,37.7,48.7
Weber St.,28,8_10,11_17,98.1,105.2,20.5,16.6,45,49.6,34.9,35.9,46,31.5
Wright St.,29,3_13,9_20,96.5,103.6,19,19.8,49,50.4,34.1,35.3,31.5,41.2
Eastern Illinois,31,9_7,16_15,97.7,104.9,19,18.9,47.8,47.2,37.4,34.4,33.4,31.4
Navy,31,8_10,12_19,97.7,105,19.4,20.1,48.8,49.7,33.1,39.1,30.6,36.6
Incarnate Word,25,10_8,14_11,104.1,111.9,15.7,17.9,51.8,50.6,35,35.5,45.3,39.6
UNC Greensboro,30,6_12,8_22,98.8,106.2,18.8,18.2,47.6,49.7,36.1,35.2,31.3,48.5
Marshall,30,7_11,9_21,94.8,102,21.6,18.6,45.9,49.1,31.1,31.7,34.9,36.6
Northern Colorado,28,10_8,13_15,107.5,115.6,16.2,20,51.4,52.9,37.5,40.2,35.1,40.4
Loyola Marymount,30,4_14,7_23,100.6,108.3,21.5,18,43.8,50.5,35.1,39.2,36.2,35.5
Nebraska Omaha,28,5_11,11_17,100.3,108,18.3,20.3,49.2,51.7,33.1,37.6,42.6,38.9
Tennessee Tech,28,4_12,10_18,101.3,109.3,20.5,18.7,49.1,52,32.2,36.8,34.8,42.7
Ball St.,29,2_16,6_23,98.9,106.7,21.6,18.2,47.7,51.8,33.6,35.7,35.4,42.1
"Hampton   16 seed, R64",35,8_8,17_18,94.8,102.3,20.2,20.1,45.6,44.5,30.4,33.9,43.8,45.5
Missouri St.,29,5_13,9_20,96.5,104.4,19.5,16.4,44.5,46.6,31.4,36.9,31.7,36.8
SIU Edwardsville,26,8_8,10_16,95.3,103.1,20.3,19.8,45.3,46.9,36.9,36.1,37.4,37
Cal St. Northridge,31,4_12,7_24,99,107.2,19.5,16.6,44.3,48.5,33,36.6,41.1,35.9
Delaware,30,9_9,10_20,99.1,107.3,18.4,15.6,44.5,46.7,34.5,37,38.1,33.2
UCF,29,5_13,11_18,101,109.4,19.7,15.8,47.6,50.3,34.5,35.6,35.1,27.2
Youngstown St.,29,2_14,8_21,103.4,112,17.2,17.8,48.5,51.7,35.6,37.9,35.9,36.8
Towson,31,5_13,11_20,98.8,107,21.5,14.9,44.4,45.7,30.1,34.2,48.3,45
Sacred Heart,31,9_9,14_17,100.2,108.6,19.4,18.4,50.3,47.7,32,34.7,35.9,33.6
Grand Canyon,30,8_6,15_15,104.1,112.9,17.1,16.3,50.2,49.3,33.7,33.6,40.1,36.1
South Florida,31,3_15,8_23,97.2,105.4,20.9,18.8,47.7,45.4,30.9,37.4,31.6,42.5
Army,29,6_12,14_15,97.4,106.1,19.1,18.9,51.1,49.9,32.2,35.8,32,40.7
FIU,31,8_10,14_17,94,102.6,22.6,19.2,48.6,46.4,31.3,33.7,37.4,36.6
Nevada,29,5_13,7_22,95.3,104.2,21.9,15.7,41.4,45.7,25.8,34.1,39.9,40.7
Saint Louis,31,3_15,10_21,94.1,102.8,21.7,20.9,45.2,50.6,32,35.7,41.5,44.5
Elon,31,6_12,13_18,96.2,105.2,19,21.2,45.1,50.6,34.5,35,37.6,44.1
IUPUI,31,6_10,10_21,92.4,101.2,23.6,20.9,47.3,48.5,29.6,38.3,32.8,41.8
College of Charleston,33,3_15,9_24,93.7,102.7,19.3,18.4,43.2,45.4,34.3,35.8,32.4,47.4
LIU Brooklyn,30,8_10,12_18,95.2,104.8,19.6,18.2,42.8,49.8,32.4,30.4,39.8,35.6
South Alabama,31,9_11,10_21,99.5,109.5,20.9,15.2,47,48.1,32.9,34.2,41.9,34.1
Troy,27,5_15,8_19,97.9,107.9,21.2,19.5,48.1,51.2,33.5,33.3,38,28.3
Cal St. Fullerton,29,1_15,7_22,97.1,107,19.2,16.6,44.9,48.1,31.8,38.7,36.7,41
Samford,31,6_12,12_19,99.9,110.1,19.2,21.1,49.2,51,34,38.9,37.9,45.4
Illinois Chicago,32,4_12,8_24,99.2,109.4,17.4,18,41.5,51.9,31.8,40.3,40,39
VMI,28,8_11,9_19,96.8,106.9,19.6,20.5,46.7,53.9,31.4,34.1,29.8,42.3
Penn,28,4_10,9_19,96.4,106.4,23.6,18.1,47.7,48.1,34.6,37.6,35.8,39.8
Lamar,26,9_9,11_15,97.4,107.6,23.4,20.4,50.7,50.8,31.9,37.6,41.9,46
Hartford,29,7_9,13_16,95.2,105.4,19,20.9,46,52,32.5,31.6,29.8,42.1
Delaware St.,34,9_7,16_18,99.3,110,19.7,16.4,44.8,48,35,33.5,31.5,36
Howard,29,10_6,13_16,90.8,100.7,25,21.4,47.4,44.8,28.9,31.4,43.4,40.1
Appalachian St.,29,9_11,12_17,95.8,106.2,20.6,17.2,44.5,51.5,31.6,32.3,33.6,37.6
UMKC,31,8_6,12_19,96.5,107.2,20,23.6,43.7,52.2,33.4,33.6,40.3,39.8
McNeese St.,27,8_10,11_16,99.2,110.4,16,18.5,45.9,53.1,31.6,33.1,30.9,34.9
Niagara,30,7_13,8_22,98.5,109.7,20.6,18.1,42.3,52.1,35.1,37.9,41.2,36.3
Alabama St.,27,14_4,17_10,94.4,105.2,19.7,19.2,46.4,45.3,35.4,33.6,34.6,35.6
Florida Atlantic,27,2_16,7_20,97,108,19.5,16.7,45.6,51.3,34.9,29.9,27.8,37.6
Fairfield,31,5_15,7_24,93.7,104.5,20.2,18.3,43.2,47.2,32.2,34.3,37.1,42.7
Prairie View A&M,32,12_6,14_18,95.6,106.9,20.7,24.3,46.7,50.1,33.1,29.8,30.9,51.2
Furman,31,5_13,9_22,97.6,109.5,21.1,16.5,48.9,51.3,32.8,36,44.1,36.5
Campbell,29,4_14,7_22,96,107.8,20.1,19,46.5,52.7,36,34.7,35.9,42.4
Southern,32,13_5,15_17,90.9,102.6,20.1,20.6,44.9,43.7,30.6,29.8,40.5,45.6
Lipscomb,28,7_7,11_17,98,110.6,18.7,17.8,47.5,51.8,32.6,38.3,39.7,47
Southern Utah,28,7_11,9_19,96.8,109.4,20.1,15.7,48.4,49.6,39.7,37.2,38.7,50.6
Loyola MD,30,7_11,11_19,91.4,103.5,20.3,17.6,40.4,49.9,32.5,32.9,37.6,44.9
Marist,32,6_14,7_25,91.9,104.1,20.5,20.8,46.4,49.6,31.5,33.1,38,36.7
North Dakota,28,4_14,6_22,96.1,109,17.9,18.1,47.8,51.2,33.1,38.6,38.5,42.3
Southeastern Louisiana,31,6_12,8_23,94.4,107.1,22.5,19.4,53,48.6,31.2,35.8,32.5,33.9
Arkansas St.,28,6_14,10_18,93.5,106.2,20,17.6,44.1,47.6,32,33.1,33,34.7
Montana St.,29,4_14,6_23,94.7,107.8,20.6,17,42.4,50.4,35.6,39.4,28.7,44.8
Longwood,32,5_13,9_23,95.5,108.7,20.7,20.8,44.9,50.5,36.9,37.5,30,45
New Orleans,26,6_12,8_18,95.7,109.4,22.2,21.2,45.2,53.9,33.9,37.8,45.9,44
Idaho St.,28,4_14,5_23,96.2,109.9,18.7,18.7,46.6,49.3,34.9,37,37,34.8
Wagner,29,8_10,9_20,96.1,110.1,20.1,19.8,44,51.7,30.6,37.7,33.9,53.3
Jacksonville St.,29,5_11,10_19,92.6,106.1,18.5,19.2,42.3,50,29.5,35.7,37.6,39
Austin Peay,28,3_13,6_22,93.1,107.1,20.8,20.3,44.2,53.2,30.1,38.6,41.6,38.4
Southern Miss,27,4_14,7_20,94.1,108.4,22.2,20.1,48.8,53.1,32.8,36,34.1,31.9
Jackson St.,32,9_9,11_21,88.6,102.5,21.9,22.7,43.7,47.2,27.4,34.1,32.9,54.1
Utah Valley,28,5_9,9_19,91.1,106.5,20.3,17.8,44.4,49.1,29.8,34.3,33.3,37
UMass Lowell,28,6_10,11_17,91.6,107.2,20.5,23.3,44.6,54.1,34.9,35.8,34.3,34.1
Houston Baptist,24,7_11,8_16,98.6,115.7,21.4,17.2,47.5,51,31.5,37.9,39.4,43.7
Fairleigh Dickinson,28,3_15,7_21,95,111.4,18.6,23.2,45.5,52.5,32.1,34.7,34.2,51.8
Presbyterian,28,6_12,6_22,94.8,111.4,20.9,15.9,48.8,50.6,31.7,38.9,33.3,28.7
Nicholls St.,26,7_11,7_19,89.6,105.5,25,20.3,48.4,48.3,31.2,35.7,42.4,50.7
The Citadel,27,6_13,8_19,101.4,120,21.7,15.9,46.8,56.5,40.2,35.1,38,29.6
Coppin St.,30,6_10,7_23,97,115.7,18.4,19.3,42.4,53.2,35.3,38.4,30.5,42.4
Western Illinois,26,3_13,6_20,89.4,106.8,18.3,16.7,41.2,49.4,35.2,35.5,30.3,37.1
Binghamton,30,5_11,5_25,91.4,109.2,21.6,20.4,43.9,49.8,30.6,37.5,39.8,33.8
Jacksonville,29,4_10,7_22,95.6,114.9,18.6,19.1,43.1,54.1,35.8,36.8,39.3,38.8
Morgan St.,31,5_11,7_24,92.4,111.3,16.2,21.6,39.1,52.9,28.4,36.1,33.1,43.2
Arkansas Pine Bluff,32,9_9,12_20,90.1,108.7,23.5,24.9,44.2,48.8,33.3,36.9,35.6,48.8
South Carolina St.,31,7_9,9_22,89.1,107.6,19.4,20.1,41.1,51.5,30.1,33.4,32.8,36.4
Chicago St.,29,4_10,5_24,87.8,106,23.5,22.3,40.6,50,30.2,38.1,27.1,53.9
Bethune Cookman,30,7_9,9_21,90.4,109.4,22.7,20.9,44.4,47.5,29.1,33.1,40.3,46.4
Tennessee St.,29,2_14,3_26,87.6,106.1,22.1,18.3,40,51.5,34.8,32.7,40.4,42
UT Rio Grande Valley,28,4_10,7_21,91.5,111.2,20.9,19,45.6,50.1,28.2,34.1,38.6,35.4
Stetson,28,3_11,6_22,93.9,114.3,18.3,16.4,48.3,49.1,31.8,37.1,34.1,31.5
Liberty,28,2_16,4_24,89.8,109.4,24.5,18.1,45.8,48,31,35.6,40.2,41.8
Central Connecticut,31,3_15,5_26,91.3,111.3,21.3,15.8,43.2,51.2,32.2,34.5,28.6,23.9
Savannah St.,29,5_11,7_22,85.6,104.4,24.7,24.8,46.2,51.9,25.2,37.1,34.2,50.5
North Carolina A&T,30,6_10,7_23,91.7,112.1,23.6,18.8,45.7,47.8,28.4,36.5,37.3,40.9
Alabama A&M,28,8_10,8_20,92.8,113.9,21.9,18.3,45.4,50.7,29.1,33.3,41.6,41.3
Maine,30,2_14,3_27,92.3,113.3,21.6,19,45.5,55.6,32.6,37.4,27.7,36.6
Abilene Christian,28,4_14,7_21,90.6,111.3,19.8,20.8,42,55.2,37.8,37,28.3,44.7
Kennesaw St.,30,4_10,8_22,91.3,113.1,21.3,16.2,44.1,51.1,31.5,33.4,29.8,35.7
San Jose St.,28,0_18,0_28,86.2,107.1,21.6,17.8,38.7,51.8,29.4,38.8,29.1,42.9
UMBC,30,2_14,4_26,87,108.6,24.1,19.7,45,49.6,32.6,36.1,37.2,33
Alcorn St.,30,4_14,5_25,91.6,118.2,17.2,18.6,43.3,50.9,28.4,38.2,37.5,39.9
Central Arkansas,29,2_16,2_27,89.1,116.3,25.6,18.3,46.5,54.4,35.3,37.6,39.3,42.5
Mississippi Valley St.,32,5_13,6_26,89,116.3,20.9,20.8,41.7,55.1,30.3,35.5,33,36.7
Florida A&M,29,2_14,2_27,83.6,116,21.8,18.5,40.9,54,28.3,35.1,37.8,34.9
Grambling St.,27,0_18,0_27,76.7,117,26.1,16.9,38.4,54.3,28.3,32.1,39.6,38.7
