Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef
Wake Forest,31,6_14,13_18,108.8,101.6,19.7,15.2,47.3,49.5,35.1,33.3,41,35.2
Miami FL,31,7_13,15_16,107.2,100.2,17.2,17.6,49.5,49.8,31.7,33.9,28.1,22.9
Mississippi,32,6_12,15_17,102.9,96.5,18.9,19.6,48.9,49.7,31.9,29.2,36.8,40.7
Stephen F. Austin,28,19_1,28_3,103.4,96.9,23.6,27.8,52.3,48.4,37.4,34.4,44,44.6
UCF,30,7_11,16_14,104.2,98.2,19.9,20.6,49.9,48,32.3,31.7,30.9,29.4
Hofstra,33,14_4,26_8,108.9,102.5,16.5,19.8,49,52.8,37.4,30.7,34.3,20.2
Ball St.,30,11_7,18_13,99.5,93.7,19.5,19.6,50.6,45,33.5,31.4,30.9,28.5
Bradley,33,11_7,23_11,106.6,100.5,17.2,17.9,46.6,45.6,37.1,31.7,32.3,31.2
South Florida,31,7_11,14_17,100.6,95,22.2,23.3,46.7,51.6,30.9,33.4,37.5,34.5
Indiana St.,29,11_7,18_12,105.8,100,16.9,19.1,49.3,52.3,37.5,31.8,32.3,33.5
Utah,31,7_11,16_15,106.1,100.3,19.7,17.7,52,48.9,33.4,35.2,35.8,23
Harvard,28,10_4,21_8,104.5,98.8,19.7,17.6,52.4,45.5,32.8,33.7,32.6,31.4
Colorado St.,31,11_7,20_12,108.7,103,18.6,17.6,53,51.5,36.9,34.4,39.2,24.1
UC Irvine,30,13_3,21_11,104.9,99.4,20.2,16.4,50.8,40.8,35.6,35.6,28,36
Pacific,31,11_5,23_10,103.5,98.2,18.2,18.1,48.9,46.3,34.1,34.3,34,41.6
Northwestern,31,3_17,8_23,105.4,100,15.6,15.8,46.9,47.9,31.2,34,25.8,28.6
Western Kentucky,29,13_5,20_10,108.5,103,17.7,19.3,52,53.5,33.3,30,39.6,21
Virginia Tech,32,7_13,16_16,103.3,98.1,14.6,17.6,48.1,48.6,35.2,32.2,22.9,26.1
Washington St.,32,6_12,16_16,102.2,97.4,17.2,20.9,45.5,51.2,30.9,31.5,30.7,32.3
Missouri St.,33,9_9,16_17,104.7,99.8,19.7,18.2,48.1,49,35.4,33.8,28.7,33.2
Northeastern,33,9_9,17_16,105.9,101.2,17.9,19.8,54.3,53.2,37.1,32.9,25.6,30.6
Wright St.,30,15_3,25_7,105,100.4,16.6,18.9,49.9,47.3,35.5,30,37.8,27.1
Pittsburgh,33,6_14,16_17,103.2,98.8,18.4,23.3,45.5,49,29.6,33.9,35.1,26
St. Bonaventure,30,11_7,19_12,106.6,102.2,17.4,17.7,48.1,49.3,34.1,32.8,27.2,33
Temple,31,6_12,14_17,99.8,95.6,18.1,18.5,44.7,46.3,32.2,31,33.3,29.5
Murray St.,30,15_3,23_9,102.5,98.3,19.9,18.5,51.6,46.3,36.7,31,40.1,32.2
North Dakota St.,31,13_3,25_8,106,101.6,14.7,14.6,51.2,49.3,35.2,32.7,33.3,26.6
Pepperdine,32,8_8,16_16,107.7,103.4,17.4,19,48.4,50.3,35.1,38.1,33,34.7
Texas A&M,30,10_8,16_14,101.2,97.4,21.3,22.4,48,49.2,29.4,32.7,41.1,26
Kent St.,30,9_9,20_12,105.9,102,18.4,19.4,53.4,46.7,33.7,33.5,28.9,34.4
Georgia St.,30,12_8,19_13,105.1,101.4,18.9,20.8,48.3,48,35.8,29.9,31.3,47
Penn,26,8_6,16_11,103.4,99.8,17.3,16.7,55,45.9,32.6,34.3,24.6,25
South Dakota St.,30,13_3,22_10,108.3,104.8,18.4,15.3,57.4,49.2,35.4,30.7,32.3,26
Abilene Christian,27,15_5,20_11,100.8,97.9,20.6,26.1,51,52.3,31.5,30.9,41.1,48.9
UT Arlington,30,10_10,14_18,101.4,98.6,16.2,17.5,48.5,48.2,30.4,29.6,29,35.8
Santa Clara,31,6_10,19_13,102.8,100,18.7,18.9,52.1,47.2,34.9,34.5,35.9,37.8
Colgate,33,14_4,25_9,106.1,103.4,15.7,17.3,52.1,51.4,35.7,31.4,24.9,23.8
Little Rock,30,15_5,21_10,105.6,102.9,22.1,19.6,52.9,47.3,35.1,34.5,45.3,34.4
Princeton,26,9_5,14_13,106.7,104.1,18.3,17.2,53.8,51.9,35.5,35.4,27.8,26.5
Chattanooga,31,10_8,20_13,106.8,104.1,17.5,16.9,51.8,52.7,35.7,32.2,29.2,27.3
Montana,29,14_6,18_13,102.5,100,16.9,20.5,51.4,48,36.4,33.6,26.1,46.3
FIU,29,9_9,19_13,103.8,101.3,20.4,21.3,52.1,50.6,34.1,28.6,29.3,30.5
California,32,7_11,14_18,101.6,99.4,19.2,17.3,45.5,47,33.5,36.3,36,37
Buffalo,31,11_7,20_12,104.1,101.8,18.4,19,49.8,49.8,31.5,31.3,27.4,30.4
Siena,30,15_5,20_10,107.1,104.7,19.2,17.2,51,48.7,35.5,31.8,36.3,26.9
Marshall,31,10_8,17_15,100.9,98.8,19.3,20,51.9,44.3,31.7,33.6,28.6,37.6
Towson,30,12_6,18_13,106.3,104.2,18.1,15.7,46.9,48.5,34.8,32.7,34.9,31
Georgia Southern,31,12_8,20_13,101.1,99.2,18.3,20.7,51.5,51.9,32.2,30.4,36.2,27.6
Ohio,30,8_10,17_15,103.5,101.6,18.7,18.1,51.3,48.5,34.2,33.3,29.6,32.8
Eastern Washington,29,16_4,23_8,104,102.1,17.7,18.5,52.2,48,34.4,34.3,29.6,33.7
Wofford,33,8_10,19_16,104.6,102.8,17.9,17.8,55.4,52.8,34.3,33.3,25.7,31.8
Drake,32,8_10,20_14,102.7,101,19.2,17.9,51.3,46.3,34.9,37.2,30.4,30.5
New Mexico,32,7_11,19_14,104.3,102.9,19.5,20,54.2,53.1,32.6,34.7,37.2,24.4
North Florida,31,13_3,21_12,112.3,110.8,17.3,15.8,52.4,51.3,37.8,31.6,28.6,28.1
Oral Roberts,27,9_7,17_14,107.5,106.2,13.8,18.2,51.4,52,33.3,34.1,28.2,31.7
Vanderbilt,32,3_15,11_21,104.6,103.4,18.4,19.6,50.3,52.7,33.3,35.1,41.4,36.8
Delaware,32,11_7,22_11,106.6,105.4,18.6,16.7,55.4,48,35.2,35.1,32.3,29
Nebraska,32,2_18,7_25,101.5,100.5,16,18.7,46.3,52.5,31.8,33.3,29,21.8
Bowling Green,29,12_6,21_10,104.4,103.3,15.1,16.4,45.3,48.1,34.3,33.4,28.1,33.5
Austin Peay,31,14_4,21_12,106.9,105.9,18.4,20.6,50.4,52.3,35.3,36.4,37.3,32.5
Southern Illinois,31,10_8,16_16,98.2,97.3,19.4,21,48.3,49.4,34.1,32.4,33.6,25.3
Charlotte,29,10_8,16_13,98.8,98,20.6,20.3,51.9,52.1,34,31.9,38,27.6
Fresno St.,29,7_11,11_19,104.6,104,19.4,15.4,49,46.3,33.7,36.3,29.5,28.2
Old Dominion,32,9_9,13_19,98.7,98,18.1,18.5,46,46,29.3,33.8,28.8,34
South Alabama,28,13_7,20_11,104.2,103.6,18.3,20.1,52.2,50.6,33,34.9,40.6,26.6
Toledo,31,8_10,17_15,106.2,105.6,17.6,16.2,47.9,46.6,36.8,34.9,36.7,26.5
Boston College,32,7_13,13_19,99.7,99.2,19.6,20.8,46.7,50.8,30.8,33.4,29.1,29.9
Valparaiso,34,9_9,19_16,103.5,102.9,18.1,20,50.4,50.3,34,36.5,26.8,31.7
Winthrop,32,15_3,24_10,103.6,103.1,19.1,20,54.1,52,34.4,32.3,36.3,41.9
Portland St.,30,12_8,18_14,108.8,108.4,17.7,20.3,49.2,53.3,33.8,34.6,30.8,32.1
Western Carolina,29,10_8,19_12,106.7,106.5,19.8,16.5,54,53,36.8,31.3,38.4,31.2
College of Charleston,30,11_7,17_14,104.2,104.4,16.3,17.7,50.3,48.7,34.9,33.2,32.3,32.5
George Mason,32,5_13,17_15,101,101.2,20.1,18.9,48.7,50.9,30.4,31.5,34.4,30.6
Northern Kentucky,30,13_5,23_9,100.8,101.1,18,20.2,52.4,47.7,30.6,29.6,33.4,31
Boston University,33,12_6,21_13,102.6,103.1,16.9,17.2,53,49.9,32.2,32.8,27.3,26.1
Massachusetts,31,8_10,14_17,101.6,102.2,18.8,20.3,49.1,51.7,32.9,33,29.9,33.5
William & Mary,31,13_5,21_11,103.6,104.3,18.8,14.3,54,47.4,35.2,35.6,30.6,26.5
Tulane,30,4_14,12_18,101.5,102.3,16.9,23,46.3,54,33.4,34,34.2,29.6
UAB,30,9_9,19_13,101.1,102,22.2,18.3,50.6,48.1,31.7,34,35.1,27
South Dakota,29,10_6,20_12,107.6,108.5,15.1,14.9,52.9,50.7,38.8,36.6,40.8,32.2
La Salle,30,6_12,15_15,99.2,100.1,20.8,20.3,46.9,50.5,33.6,30,33.1,40.1
UC Santa Barbara,29,10_6,21_10,104.8,105.8,18.3,19,51,50.6,34.2,34.5,37.2,30
Florida Atlantic,29,8_10,17_15,99.9,100.9,18.8,20.7,49.1,50,31.8,34.3,26.9,29.3
Southern Utah,30,9_11,17_15,97.7,98.9,19.2,16.8,49.2,45.4,31.8,31.1,35.9,37
Nicholls St.,27,15_5,21_10,100,101.2,19.3,24.8,49.1,50.8,33.4,31.8,25.8,39.7
Loyola Marymount,31,4_12,11_21,101,102.4,21.9,18.6,54.4,53.7,29.7,33.1,34.8,38.2
Sacramento St.,28,8_12,16_14,97.1,98.5,19.1,21.7,44.7,46.8,31.6,34.2,32.1,35.3
Northern Illinois,30,11_7,18_13,99.2,100.7,18,17,45.2,48,33.7,30.8,27.4,32.2
Mercer,30,11_7,17_15,100.4,102.1,21,17.7,49.9,50.7,35.2,31.9,26.5,35.3
St. Francis PA,31,13_5,22_10,106.7,108.5,17.5,19.2,50.3,51.2,36,33.6,32.6,27.6
Illinois Chicago,34,10_8,18_17,96.6,98.3,22.5,17.7,50.8,47.9,33.8,28.8,29.4,36.6
Rice,30,7_11,15_17,105.7,107.6,18.8,17.6,52,55.1,34,33.2,34.3,29.8
UTEP,29,8_10,17_15,96.7,98.6,19.6,19.2,49,48.8,29.9,29.9,33,33
Eastern Michigan,28,6_12,16_16,94.8,96.7,21.7,23.1,50.1,47.9,26.7,34.2,42.5,30.9
Coastal Carolina,31,8_12,16_17,104.3,106.5,21.9,18.4,50.4,49.7,33.1,33.6,34.7,45.8
Hawaii,29,8_8,17_13,97.5,99.6,18.6,19.1,48.4,48,32.9,34.9,32.2,32.5
American,30,12_6,16_14,100.7,103.1,17.9,19.9,51.9,50.5,34,31.9,28.6,36.7
Air Force,31,5_13,12_20,106.4,109,18.1,16.4,51,55.6,36.9,37.9,35,29.8
Radford,30,15_3,21_11,104.7,107.3,16.4,16.3,52.4,50.8,35.2,32.9,32.5,34.3
Illinois St.,30,5_13,10_21,99,101.8,21,19.4,47,51.5,35.9,34.4,25.2,31
Saint Peter's,30,14_6,18_12,94.8,97.5,23.4,22,43.5,44.9,34.2,32.1,38,40.8
Dartmouth,28,5_9,12_17,96.5,99.4,18.9,16.8,51.6,49.6,31.3,32.5,27.4,29.7
Rider,30,12_8,18_12,99,102,19.6,19.1,49.6,49.5,32.1,32.5,40.8,30.3
Sam Houston St.,27,11_9,18_13,99.9,103.1,18.8,24.3,49.8,52.2,34.8,32.1,32.1,44.7
Robert Morris,33,13_5,20_14,100.2,103.5,18.7,21.4,49.6,51.5,36.1,32.3,26,31.7
Appalachian St.,31,11_9,18_15,98.3,101.5,19.5,20.3,50.3,50.6,30.2,32.4,41.2,27.3
UTSA,29,7_11,13_19,104,107.5,17,18.2,45.5,51.6,34.4,35.4,26.4,38
Monmouth,31,12_8,18_13,98.4,101.8,17.6,22.4,45.4,48.1,33.4,34.4,35.6,41.7
Brown,26,8_6,15_12,96.5,99.8,21.2,19.7,44.5,49.4,30.4,33.5,32.4,29.3
Cal Baptist,27,10_6,21_10,104.8,108.6,17.8,14,46.7,48.6,37.7,30.4,35.3,30.6
Seattle,27,7_7,14_15,101,104.6,13.6,18.8,44.3,49.4,31.2,31.6,34.8,41.7
Central Michigan,29,7_11,14_18,102,106,17.7,21.1,47.7,52.1,31.4,38.9,33.7,29.2
Sacred Heart,32,12_6,20_13,100.8,104.8,20.4,15.7,49.2,46.3,32.7,33.3,34.8,23.6
Stony Brook,32,10_6,20_13,95.6,99.5,20.7,18.4,45.9,43.3,33.5,33.6,33.3,27.4
Lamar,29,10_10,17_15,97.6,101.6,20.2,22.6,47.1,49.9,33.3,35,34.9,27.6
East Carolina,31,5_13,11_20,99.2,103.3,19.2,18.7,49,49.7,28.1,33.7,36.8,40.2
Gardner Webb,30,11_7,16_16,102.1,106.5,18.1,17.6,50,49.2,36.4,33.1,34.8,31.4
UC Riverside,29,7_9,17_15,95.7,99.9,20.3,16.2,48.2,43.4,34.9,36.6,27.4,32.2
Miami OH,30,5_13,13_19,101.6,106.1,16.4,17.8,47,50.6,33.6,35.8,26.9,37
UMKC,27,8_7,16_14,98,102.5,19.8,21.1,49.4,50.9,35.1,31.2,30.3,48.4
Green Bay,31,11_7,17_16,105.1,110,16.2,18.2,48.8,50.8,36.6,34.9,31.6,33
Merrimack,30,14_4,20_11,93.3,97.8,18.6,25.9,47.4,48.9,33.3,30.6,25.9,37.8
Nebraska Omaha,31,9_7,16_16,102.2,107.3,17,16,49.4,51.5,34,36.1,27.6,29.5
Eastern Illinois,30,9_9,17_15,98.4,103.3,17.4,21.4,50.3,46.9,33.8,35.8,29.4,33.9
Montana St.,29,10_10,16_15,96.3,101.2,20.6,15.9,49.8,48.4,31.5,32.1,38.4,30.8
San Diego,31,2_14,9_23,93.9,98.8,20.2,17.9,45.9,51.1,30.6,31.9,31.4,31.9
George Washington,32,6_12,12_20,99.1,104.5,19.4,15.7,49.6,50.4,32.1,33,32.8,31.1
Lafayette,30,10_8,19_12,99.9,105.4,17.8,14.3,53.4,49.8,33.6,31.6,23.8,22.1
Iona,29,9_11,12_17,101.5,107.2,20.5,18.7,51.8,46,33.3,36.3,33.7,34.2
Oakland,32,8_10,14_19,99.1,104.7,19.9,17.7,50.6,49.5,29.4,32.8,37.4,26.2
Southern,30,13_5,17_15,97,102.5,20.3,19.7,48.3,49.1,31.3,31.8,34.5,48.8
Cal St. Northridge,30,10_6,15_17,107.4,113.5,16.3,17.3,49.4,52.4,37.3,38.7,30.4,29
Louisiana Lafayette,32,8_12,14_19,100.8,106.6,19,18.7,47.9,52,32.1,33.9,34.9,32.8
UC Davis,30,8_8,14_18,103.8,109.9,18.8,19.7,48.5,55,39.1,35,31.8,35.9
Youngstown St.,31,10_8,18_15,102.7,108.9,17.8,16.5,47.8,49.4,31.2,34.3,30,30.9
Northern Arizona,28,10_10,16_14,101.7,107.8,17.1,18.5,48.1,52.8,35.3,36.4,31.3,28
Drexel,32,6_12,14_19,99.9,106.1,21.4,16,49,51.1,35.3,31.9,28.8,29.6
Arkansas St.,30,8_12,16_16,102.2,108.7,19,19.9,47.8,52.6,34.1,33.8,48.1,43.1
Wyoming,32,2_16,9_24,94,100,18.6,18.9,48.3,50.4,31.8,33.1,30.5,36.8
Fordham,31,2_16,9_22,89.1,94.8,18.9,21,43.1,48.8,31.8,30.3,27,33.1
North Dakota,30,7_9,15_18,101.8,108.4,19,15.1,51.9,50.9,32.4,37.3,36.7,29.8
Prairie View A&M,30,14_4,19_13,95.2,101.6,20.2,23.7,48.1,50.6,30.3,28.7,40.5,49.2
Campbell,29,6_12,15_16,97.7,104.3,19.2,19.6,53,51,34.6,31.6,25.3,40.5
Hartford,31,9_7,18_15,94.2,100.7,19.6,18.7,46.4,49.2,34.6,27.2,30.3,29.5
Louisiana Monroe,27,5_15,9_20,96.4,103,20.5,16.8,46.3,48.8,33.7,31.7,32.2,34
Western Michigan,30,6_12,13_19,98.8,105.6,18.8,16.2,47.3,49.8,33.1,33.8,35.4,31.7
Elon,31,7_11,12_21,101.8,109,17.3,17.4,46.4,50.6,35.2,36.9,27.9,42.1
Tennessee St.,31,9_9,18_15,96.8,103.5,24.7,17.1,52.7,46.8,35.7,31.5,32,38.2
Eastern Kentucky,31,12_6,16_17,96.6,103.5,18.9,23.3,46.2,53.7,31.3,32.1,32.5,36.3
Saint Joseph's,32,2_16,6_26,102,109.3,18.2,14.4,48.6,51.3,29.7,37.1,29.1,32
Bryant,31,7_11,15_17,96.9,104,20.5,16.5,48,47.4,31.9,30.9,31,29.9
Jacksonville,30,7_9,14_18,95.9,102.9,20.3,16,48.3,47.2,31.7,30.4,30.1,28.7
VMI,30,3_15,9_24,99.8,107.2,18.5,17.5,48.6,52.3,34.8,32.3,21.8,39.4
Lipscomb,30,9_7,16_16,100.8,108.4,18.9,17.7,49.8,51.4,33.7,34.5,28.7,27.1
Northwestern St.,27,11_9,15_15,98.5,106.1,21.6,17.8,47.9,45.4,35.2,35.5,33.9,37.2
