Opponent,Results,Score,PlusMinus
Minnesota,L, 72_36 ,-20.4
Quinnipiac,W, 61_55 ,3
Mount St. Mary's,W, 62_57 ,1.3
San Francisco,L, 67_53 ,-7.2
Florida Atlantic,L, 58_55 ,-2.1
Saint Joseph's,L, 74_55 ,-6.1
St. Francis PA,W, 61_51 ,1.4
Howard,L, 55_50 ,2.4
UMBC,W, 73_70 2OT,1.6
Columbia,L, 54_42 ,-2.6
Hampton,L, 72_65 ,-0.9
Georgetown,L, 65_48 ,-13.1
Kansas,L, 89_57 ,-17.8
Maryland Eastern Shore,W, 63_49 ,6.4
Cornell,L, 68_60 ,-5.1
Colgate,W, 72_63 ,7.4
Lehigh,L, 63_57 ,0.2
Holy Cross,L, 79_60 ,-14.1
Navy,W, 72_49 ,9.4
Army,L, 77_64 ,-5.2
Bucknell,L, 56_55 ,0.8
Lafayette,W, 68_64 ,4.2
Colgate,W, 70_55 ,1.9
Lehigh,L, 60_47 ,-7.5
Holy Cross,W, 64_61 OT,0.8
Navy,L, 50_44 ,-4.4
Army,L, 72_58 ,-6.2
Bucknell,L, 66_47 ,-7.8
Lafayette,L, 80_72 ,-
Army,L, 65_44 ,-14
