Opponent,Results,Score,PlusMinus
Tennessee Martin,W, 80_57 ,19.9
Mississippi Valley St.,W, 102_60 ,16.1
North Carolina A&T,W, 93_39 ,21.2
Campbell,W, 91_72 ,14.9
Iowa St.,W, 78_70 ,4.1
Oregon,W, 77_66 ,7.9
Alabama,W, 58_56 ,3.8
Arkansas Little Rock,W, 87_53 ,17.2
Maryland Eastern Shore,W, 92_60 ,20.3
Marshall,W, 72_56 ,6.3
Xavier,W, 60_45 ,3.6
Wright St.,W, 68_58 ,2.8
New Mexico,L, 55_54 ,1
Pittsburgh,W, 70_61 ,-1.7
St. John's,L, 53_52 ,-2.1
Notre Dame,L, 66_60 ,-1.4
Rutgers,W, 68_58 ,9
DePaul,W, 75_70 ,4.4
Marquette,W, 71_69 OT,6.4
Syracuse,L, 57_55 ,0.2
Rutgers,W, 62_54 ,-2.7
Seton Hall,W, 65_59 ,4.9
Providence,L, 54_50 ,-4.8
Pittsburgh,L, 62_52 ,1.5
Villanova,W, 68_50 ,6.3
Georgetown,L, 62_55 ,-4
Connecticut,L, 73_66 OT,-0.9
Notre Dame,L, 62_41 ,-11.4
Connecticut,W, 61_56 ,0.9
Louisville,L, 67_51 ,-5.1
South Florida,W, 61_53 OT,-2.4
Providence,W, 61_44 ,9.2
Georgetown,L, 62_43 ,-6.9
Creighton,L, 67_63 ,-1.5
