Opponent,Results,Score,PlusMinus
Hampton,W, 69_51 ,8.2
Liberty,W, 71_59 ,-0.7
High Point,W, 83_61 ,-
Miami OH,L, 72_59 ,-4
Wake Forest,L, 63_57 ,4.1
Richmond,L, 86_78 2OT,-0.8
Old Dominion,W, 71_62 ,4
Howard,W, 78_69 ,5.9
Radford,W, 60_55 ,4.3
Purdue,L, 73_66 ,-2.9
Vanderbilt,L, 64_50 ,-3.9
George Mason,L, 73_66 ,-2.2
Towson,L, 99_86 2OT,2.3
Hofstra,L, 70_59 ,-8.9
Georgia St.,L, 74_58 ,0.8
Drexel,L, 59_48 ,-7.1
Northeastern,L, 95_91 2OT,-6.9
Towson,W, 63_56 ,-0.6
Delaware,L, 66_56 ,-9.3
Hofstra,W, 72_59 ,8.5
James Madison,L, 81_71 ,-4
Northeastern,L, 68_64 ,-1.9
UNC Wilmington,W, 92_86 ,10.7
Old Dominion,W, 74_62 ,4.3
Georgia St.,W, 75_63 ,9.9
George Mason,L, 60_58 ,1.5
UNC Wilmington,W, 73_72 ,1.3
James Madison,L, 69_67 ,8.3
James Madison,L, 72_67 ,0.2
