Opponent,Results,Score,PlusMinus
Wright St.,L, 80_70 ,-7
Montana,L, 66_63 ,4.3
Green Bay,W, 72_62 ,9.7
New Mexico,L, 73_58 ,-2.9
Washington St.,L, 64_55 ,-6.5
UC Davis,W, 73_66 ,2.1
Eastern Washington,W, 81_79 OT,-1.7
UTEP,L, 64_60 ,-3.7
Boise St.,L, 78_68 ,2.9
Seattle,W, 71_64 ,0.5
San Jose St.,W, 64_55 ,5.5
Utah St.,L, 82_75 OT,1.4
Denver,L, 55_49 ,1
New Mexico St.,L, 71_70 ,-8.6
Louisiana Tech,L, 72_66 ,4.1
UT Arlington,W, 77_64 ,7.1
Texas St.,L, 78_73 ,5.2
UTSA,W, 74_70 ,3.1
Utah St.,L, 77_67 ,-6.6
San Jose St.,W, 66_63 ,7.6
New Mexico St.,L, 76_74 ,-1.1
Denver,L, 74_58 ,-17
UT Arlington,L, 71_68 ,-4.2
Louisiana Tech,L, 67_61 ,2.6
Idaho St.,W, 75_69 ,3.9
UTSA,L, 74_56 ,-5.1
Texas St.,W, 90_81 ,-
Seattle,W, 76_72 ,-1.4
New Mexico St.,L, 65_49 ,-5.5
