Opponent,Results,Score,PlusMinus
Charleston Southern,W, 68_58 ,3.9
Georgia Southern,W, 66_53 ,-
Lamar,W, 70_49 ,12.7
Texas St.,W, 73_64 ,2.1
Oral Roberts,W, 72_58 ,-
Northeastern,W, 67_59 ,8.2
East Carolina,W, 76_64 ,11.9
Davidson,W, 73_69 ,-1
Central Michigan,W, 78_66 ,5.6
Miami FL,L, 77_46 ,-12.7
Kennesaw St.,W, 66_52 ,1
Radford,W, 68_52 ,13.6
Florida St.,L, 79_76 ,-1.8
UNC Asheville,W, 71_63 OT,0.8
La Salle,W, 74_65 ,8.6
Rhode Island,W, 58_50 ,-
Fordham,W, 74_68 ,2
Richmond,L, 81_61 ,-10.1
Xavier,W, 63_57 ,1.4
George Washington,L, 82_54 ,-9.5
Massachusetts,W, 66_65 ,1.5
Temple,L, 89_88 ,-5.6
VCU,L, 68_61 ,-7.5
Butler,W, 71_67 ,2.8
Saint Louis,L, 76_58 ,-
Temple,L, 71_51 ,-8.7
Dayton,L, 88_67 ,-2.4
St. Bonaventure,L, 104_83 ,-17.3
Duquesne,W, 89_87 OT,-
Saint Joseph's,W, 52_40 ,0.4
Richmond,W, 68_63 ,-3.1
Saint Louis,L, 72_55 ,-10.1
Providence,L, 75_66 ,-0.7
