Opponent,Results,Score,PlusMinus
Lafayette,W, 76_65 ,6.6
Illinois,L, 89_64 ,-14.2
Army,L, 67_59 ,-3
Brown,W, 76_72 OT,6
Norfolk St.,L, 85_79 ,1.6
Albany,L, 77_73 ,-7
Boston College,L, 72_64 ,-1.7
Stony Brook,L, 77_61 ,-8.1
St. John's,L, 77_60 ,-7.1
Colgate,W, 73_61 ,1.3
NJIT,W, 89_87 ,9.6
Quinnipiac,W, 63_61 ,-2.9
Sacred Heart,L, 66_65 ,-
Mount St. Mary's,W, 70_56 ,3.4
Wagner,W, 71_52 ,6.7
Monmouth,L, 71_67 ,-0.8
Fairleigh Dickinson,W, 70_51 ,11
LIU Brooklyn,L, 78_68 ,3.7
Central Connecticut,L, 72_70 ,-0.8
Robert Morris,W, 71_61 ,3.1
St. Francis PA,L, 64_61 ,-0.5
Bryant,L, 84_77 ,-2.6
LIU Brooklyn,L, 83_75 ,-5.2
Fairleigh Dickinson,W, 85_61 ,10.3
Monmouth,L, 73_64 ,-3.7
Wagner,W, 76_75 ,1.8
Mount St. Mary's,L, 73_65 ,-6.7
Quinnipiac,L, 78_67 ,-1
Sacred Heart,W, 92_80 ,8.7
Robert Morris,L, 75_57 ,-12.5
