Opponent,Results,Score,PlusMinus
Cal St. Northridge,L, 81_75 ,4.8
California,L, 79_62 ,-8.1
Washington St.,W, 58_56 OT,-3.7
Houston Baptist,W, 57_53 OT,-1.1
UC Irvine,W, 72_62 ,-
Montana St.,W, 76_66 ,2.9
Utah Valley,L, 67_63 OT,0.8
UC Riverside,W, 62_40 ,4.4
Central Michigan,L, 80_77 ,-4.4
Alabama St.,W, 66_58 ,8
Tulane,L, 69_54 ,-6.1
Gonzaga,L, 78_62 ,-2.1
Portland,W, 54_47 ,-3.5
BYU,L, 76_51 ,-1.7
San Diego,L, 62_50 ,-8.7
Santa Clara,L, 83_76 ,-4.8
Loyola Marymount,W, 60_57 ,1.1
Saint Mary's,L, 84_72 ,-9.2
BYU,L, 63_61 ,4
San Francisco,L, 86_78 ,2.8
Gonzaga,L, 82_56 ,-12.7
Portland,W, 72_68 OT,-0.2
Loyola Marymount,W, 52_50 ,0.5
Santa Clara,L, 70_60 ,-11.2
San Francisco,L, 64_58 ,3
Saint Mary's,L, 87_48 ,-15.2
San Diego,L, 76_69 ,-0.7
San Diego,L, 62_59 ,-1.1
