Opponent,Results,Score,PlusMinus
Boston College,L, 84_70 ,-7.8
Stephen F. Austin,L, 69_60 ,-12.6
Coastal Carolina,W, 87_77 ,6.5
Arkansas St.,W, 80_61 ,7.3
South Alabama,L, 79_68 ,-8
Stetson,W, 82_79 ,1.8
Florida Gulf Coast,L, 76_73 ,-7.1
Louisville,L, 79_55 ,-11.4
Texas Southern,W, 48_45 ,0.6
Western Kentucky,L, 76_63 ,-
Middle Tennessee,L, 69_52 ,-8.8
Florida A&M,W, 88_72 ,4.4
Louisiana Lafayette,W, 75_70 ,-
Bethune Cookman,W, 74_72 ,1.5
Arkansas St.,W, 66_64 ,0.9
Arkansas Little Rock,L, 88_76 ,-11
North Texas,W, 70_64 ,5.3
Troy,W, 61_55 ,-2.4
Louisiana Lafayette,W, 80_75 ,1.1
South Alabama,L, 60_58 ,-3.2
Middle Tennessee,L, 66_64 ,7.1
Louisiana Monroe,W, 76_73 ,2.6
Florida Atlantic,W, 84_65 ,9.8
North Texas,L, 77_67 ,-10.2
Troy,L, 69_61 ,-3.4
Western Kentucky,W, 87_82 ,6.1
Arkansas Little Rock,W, 65_52 ,3.8
Louisiana Monroe,W, 67_58 ,-1.7
Florida Atlantic,L, 77_60 ,-0.9
Arkansas Little Rock,W, 69_54 ,9.2
Middle Tennessee,W, 61_57 ,4.6
Western Kentucky,L, 65_63 ,-2.3
