Opponent,Results,Score,PlusMinus
Connecticut,L, 66_62 ,-5.8
Kansas,W, 67_64 ,-1.4
Texas Southern,W, 69_41 ,14
Boise St.,W, 74_70 ,0.7
Oakland,W, 70_52 ,7.3
Louisiana Lafayette,W, 63_60 ,-
Miami FL,L, 67_59 ,-3
Nicholls St.,W, 84_39 ,16.3
Arkansas Pine Bluff,W, 76_44 ,19
Loyola Chicago,W, 73_61 ,3.8
Bowling Green,W, 64_53 ,3
Texas,W, 67_56 ,1.9
Minnesota,L, 76_63 ,-2.5
Purdue,W, 84_61 ,4.1
Iowa,W, 62_59 ,-4.2
Nebraska,W, 66_56 ,1.2
Penn St.,W, 81_72 ,4.2
Ohio St.,W, 59_56 ,2.7
Wisconsin,W, 49_47 ,-0.1
Indiana,L, 75_70 ,-3.7
Illinois,W, 80_75 ,-1.4
Minnesota,W, 61_50 ,4
Purdue,W, 78_65 ,9.4
Michigan,W, 75_52 ,12.1
Nebraska,W, 73_64 ,6.1
Indiana,L, 72_68 ,-2.8
Ohio St.,L, 68_60 ,-1.4
Michigan,L, 58_57 ,-0.5
Wisconsin,W, 58_43 ,8.1
Northwestern,W, 71_61 ,6.1
Iowa,W, 59_56 ,-6.1
Ohio St.,L, 61_58 ,-1.4
Valparaiso,W, 65_54 ,12.7
Memphis,W, 70_48 ,7.4
Duke,L, 71_61 ,-4
