Opponent,Results,Score,PlusMinus
Northern Kentucky,W, 76_56 ,0.5
San Diego,W, 63_51 ,3.6
Cal St. Northridge,L, 92_76 ,-
Jackson St.,W, 86_66 ,8.7
Stephen F. Austin,L, 57_41 ,-7.8
Wichita St.,L, 86_60 ,-7.9
Missouri St.,W, 61_42 ,5.7
TCU,W, 50_49 ,1.3
Arkansas Little Rock,L, 72_65 ,-8.8
Creighton,L, 71_54 ,-11.2
Oral Roberts,W, 72_68 ,-5.5
Florida St.,L, 82_63 ,-3.9
Buffalo,W, 63_57 ,2.1
SMU,W, 48_47 ,5.9
Marshall,L, 79_61 ,-17.5
Rice,W, 64_51 ,-3.2
UTEP,W, 45_42 ,0.6
Tulane,L, 75_72 ,-3.4
Houston,W, 87_72 ,10.1
Southern Miss,L, 62_59 ,-2.5
Memphis,L, 94_64 ,-12.7
UAB,L, 70_63 ,-9.7
UTEP,W, 74_70 ,4.4
Houston,W, 101_92 3OT,2.9
East Carolina,L, 72_63 ,-4.1
UCF,L, 83_75 ,-4.1
Tulane,W, 78_66 ,-9.5
SMU,L, 71_65 ,-3.4
Rice,W, 77_71 ,12
East Carolina,W, 79_72 ,-0.3
Memphis,L, 85_74 ,-6.8
Wright St.,L, 72_52 ,-4.8
