Opponent,Results,Score,PlusMinus
Utah St.,W, 67_58 ,3.8
Eastern Washington,W, 85_66 ,4.4
Drexel,W, 76_64 ,6.3
Pacific,L, 76_66 ,-5.7
Georgia Tech,L, 65_56 ,-0.1
Cal Poly,W, 86_68 ,10.3
Drake,W, 88_73 ,9.8
Jackson St.,W, 120_67 ,18.3
Pacific,W, 74_46 ,11.9
Northern Iowa,L, 82_75 ,-4.5
Rhode Island,W, 82_59 ,5.1
Yale,W, 78_62 ,12.1
Harvard,W, 70_69 ,-
Loyola Marymount,W, 74_61 ,4.3
Gonzaga,L, 83_78 ,-8.6
San Francisco,W, 78_72 ,4.2
BYU,W, 70_69 ,-4.6
Portland,W, 60_38 ,10
San Diego,W, 81_48 ,17.3
Pepperdine,W, 84_72 ,9.2
San Francisco,W, 67_63 ,9.8
Portland,W, 77_42 ,16.6
Santa Clara,W, 84_63 ,10.3
San Diego,W, 74_64 ,5.5
Gonzaga,L, 77_60 ,-6.6
Loyola Marymount,W, 61_50 ,9.3
BYU,W, 64_57 ,-0.2
Creighton,W, 74_66 ,9.2
Pepperdine,W, 87_48 ,15.2
Santa Clara,W, 80_67 ,0.9
San Diego,W, 69_66 OT,-4.2
Gonzaga,L, 65_51 ,-8.8
Middle Tennessee,W, 67_54 ,5
Memphis,L, 54_52 ,-5.2
