Opponent,Results,Score,PlusMinus
Morehead St.,L, 77_74 ,-2.2
Lafayette,L, 98_94 OT,-2.2
Maryland,L, 91_74 ,-7.4
Kentucky,L, 104_75 ,-7.9
Columbia,W, 70_61 ,3.3
Lafayette,W, 71_60 ,0.3
Hofstra,W, 88_84 ,-2.6
Rice,W, 97_70 ,7.7
Manhattan,W, 75_48 ,5.4
Saint Peter's,L, 80_67 ,-5
Seton Hall,L, 89_58 ,-11.8
Lamar,L, 81_80 ,-2.3
Sacred Heart,L, 77_73 ,-2.8
Quinnipiac,L, 82_74 ,-2.1
Wagner,L, 86_75 ,-5
Mount St. Mary's,W, 86_72 ,9.3
Fairleigh Dickinson,W, 79_75 OT,-0.5
Monmouth,W, 75_65 ,0.5
St. Francis NY,W, 78_68 ,-3.7
Bryant,W, 79_78 ,-2.1
St. Francis PA,W, 82_62 ,12.3
Robert Morris,L, 60_57 ,-0.7
Central Connecticut,W, 81_75 ,2.8
St. Francis NY,W, 83_75 ,5.2
Monmouth,W, 80_66 ,2.8
Fairleigh Dickinson,W, 92_67 ,7.2
Mount St. Mary's,L, 83_71 ,-1
Wagner,L, 94_92 ,1.4
Sacred Heart,W, 70_68 ,1
Quinnipiac,W, 96_90 ,-0.4
Quinnipiac,W, 91_83 ,-1.4
Wagner,W, 94_82 ,14.5
Mount St. Mary's,W, 91_70 ,4.2
James Madison,L, 68_55 ,-6.3
