Opponent,Results,Score,PlusMinus
Eastern Michigan,W, 61_54 ,3
Alabama A&M,W, 79_61 ,6.9
UNLV,L, 77_58 ,-10.8
Oregon,L, 67_45 ,-13.5
Northern Arizona,W, 50_48 ,3.5
North Carolina A&T,W, 54_50 OT,2.1
Alcorn St.,W, 56_52 ,1.5
Presbyterian,W, 66_59 OT,-0.8
Nebraska,L, 59_55 ,-4.1
Tennessee Tech,W, 83_62 ,-
Tennessee Martin,W, 64_54 ,4.9
Belmont,L, 73_62 ,-4.9
Tennessee St.,L, 66_57 ,-3.5
SIU Edwardsville,W, 75_62 ,2.9
Eastern Illinois,W, 61_55 ,1.2
Tennessee St.,L, 66_60 ,-3.2
Eastern Kentucky,L, 73_62 ,-8.9
Austin Peay,W, 81_74 ,8.4
Murray St.,W, 65_64 ,2.5
Morehead St.,W, 70_59 ,12.4
Tennessee Tech,L, 78_64 ,-5.2
Morehead St.,L, 85_81 ,-3.1
Eastern Kentucky,L, 80_67 ,-5.1
Southeast Missouri St.,W, 67_65 ,5
UNC Asheville,W, 71_69 ,2.4
Belmont,L, 78_71 ,-6.4
