Opponent,Results,Score,PlusMinus
Colorado,L, 74_59 ,-10.8
Ball St.,L, 66_61 ,-1.3
Ohio,L, 73_50 ,-13.5
Richmond,L, 64_58 ,-4
Hampton,W, 56_51 ,-3.8
UNC Wilmington,L, 49_37 ,-7
Winthrop,W, 70_55 ,-
Gardner Webb,W, 54_42 ,6.9
Davidson,L, 63_56 ,-11.3
Jacksonville,W, 94_52 ,11.4
Xavier,W, 56_55 ,-4.2
Virginia,L, 74_39 ,-10.5
Tulane,L, 62_48 ,-3.3
Appalachian St.,L, 50_49 ,-0.4
Georgia Southern,W, 71_53 ,7.8
Furman,L, 69_65 ,-9
UNC Greensboro,L, 71_52 ,-7.9
Elon,L, 68_61 ,-0.8
Furman,W, 63_50 ,4.6
College of Charleston,L, 79_50 ,-16
The Citadel,L, 69_63 ,-3.6
Davidson,L, 68_57 ,-9
Elon,W, 60_50 ,2.4
UNC Greensboro,W, 59_50 ,0.4
Western Carolina,L, 57_56 ,-1.5
Samford,L, 40_33 ,-1
Chattanooga,W, 78_58 ,10
Georgia Southern,W, 53_47 ,2.6
College of Charleston,L, 55_50 ,-5.6
The Citadel,W, 69_62 ,7
Georgia Southern,L, 60_44 ,-8.2
