Opponent,Results,Score,PlusMinus
Mississippi St.,W, 56_53 ,5.7
Texas A&M,L, 83_65 ,-8.6
Louisiana Tech,L, 70_46 ,-16.1
Chattanooga,W, 68_61 ,1.3
Southeast Missouri St.,W, 59_56 ,6
Alabama St.,W, 66_62 ,-
UAB,L, 75_55 ,-9.3
Arkansas Little Rock,L, 58_56 ,3.3
Western Kentucky,L, 75_71 ,5.9
Utah Valley,L, 86_82 2OT,1.3
Alabama St.,L, 74_68 ,-8
Georgia St.,W, 57_56 ,3.8
Utah Valley,L, 67_64 OT,-1.6
Florida Atlantic,L, 61_54 ,-2.8
North Texas,L, 76_59 ,-9.7
Arkansas Little Rock,W, 67_64 ,-1
Louisiana Monroe,W, 64_55 ,0.1
Florida Atlantic,L, 80_59 ,-8.7
FIU,L, 61_55 ,2.4
Arkansas St.,W, 74_67 OT,-2.3
Louisiana Monroe,W, 71_64 OT,4
Western Kentucky,L, 65_61 ,-2.2
Louisiana Lafayette,W, 71_52 ,6.1
South Alabama,L, 65_62 ,1.1
Middle Tennessee,L, 93_41 ,-21.8
FIU,W, 69_61 ,3.4
North Texas,L, 63_61 ,-0.6
Louisiana Lafayette,L, 76_66 ,-
Arkansas St.,L, 58_50 ,-8.5
Middle Tennessee,L, 66_56 ,-7.5
South Alabama,L, 53_49 ,4.4
Florida Atlantic,W, 81_79 OT,1.7
Arkansas St.,L, 68_63 OT,2.3
