Opponent,Results,Score,PlusMinus
Maryland Eastern Shore,W, 76_64 ,11.4
Arkansas Pine Bluff,W, 81_54 ,6.4
North Dakota,W, 71_66 ,11.2
UNLV,L, 77_63 ,-13.1
Miami FL,L, 73_58 ,-6
East Tennessee St.,W, 84_61 ,13.3
Mississippi,L, 81_66 ,-4.8
Cal St. Northridge,W, 74_71 ,1.3
Cal St. Fullerton,W, 90_88 ,-2.4
UC Riverside,W, 76_61 ,11.9
UC Irvine,L, 68_64 ,1
Long Beach St.,L, 76_72 ,-3.7
Pacific,W, 60_52 ,0.6
UC Davis,L, 93_82 ,-10.2
Cal Poly,L, 88_59 ,-11.9
UC Santa Barbara,W, 78_73 ,3.9
UC Riverside,W, 72_68 ,-6
Cal St. Fullerton,W, 77_75 ,-2.3
Long Beach St.,W, 94_73 ,17.5
UC Irvine,W, 78_72 ,2.9
UC Davis,L, 89_65 ,-12.5
Pacific,L, 80_71 ,-2.8
Northern Arizona,W, 84_50 ,16.6
UC Santa Barbara,W, 70_66 ,-0.8
Cal Poly,L, 64_61 ,-3.5
Cal St. Northridge,L, 88_75 ,0.8
UC Irvine,L, 71_60 ,-13
Air Force,L, 69_65 ,-
