Opponent,Results,Score,PlusMinus
Richmond,L, 84_42 ,-16.9
William & Mary,L, 71_59 ,0.7
Georgetown,L, 68_59 ,-12.6
UC Irvine,L, 64_46 ,-5.6
Sam Houston St.,L, 64_50 ,-9.3
Southern Miss,L, 74_56 ,-8.8
Morgan St.,L, 67_62 ,-1
Georgia St.,L, 67_66 ,2.1
Howard,L, 60_53 ,0.8
Iona,L, 87_69 ,-10.1
Western Carolina,W, 63_62 ,2.7
UNC Asheville,L, 83_69 ,-0.6
VMI,L, 82_69 ,-8
Coastal Carolina,W, 64_56 ,4.7
High Point,L, 77_72 2OT,-0.6
Presbyterian,L, 68_60 ,-5
Longwood,W, 74_47 ,7
Charleston Southern,L, 79_75 ,-3
Campbell,W, 89_72 ,6.8
Winthrop,L, 66_56 ,-2.2
Radford,W, 75_70 ,0.6
Gardner Webb,L, 71_68 ,-1.7
Campbell,W, 82_80 ,4.2
High Point,L, 73_68 ,-4.2
Longwood,L, 102_101 ,-4.9
Austin Peay,W, 79_73 OT,-2
VMI,L, 83_66 ,-8.3
Radford,W, 73_56 ,5.3
Coastal Carolina,W, 78_61 ,0.6
High Point,W, 61_60 ,8
Gardner Webb,W, 65_62 ,3.7
Charleston Southern,W, 87_76 ,4.2
North Carolina A&T,L, 73_72 ,-3.2
