Opponent,Results,Score,PlusMinus
Southern,W, 82_59 ,1.5
Alabama A&M,W, 98_40 ,20.4
Campbell,W, 88_68 ,8.6
North Carolina A&T,W, 86_57 ,15.1
Cincinnati,L, 78_70 ,-4.1
UNLV,L, 82_70 ,-3.6
BYU,W, 83_62 ,8.6
Florida Gulf Coast,W, 83_72 ,3.9
Iowa,L, 80_71 ,-6
Nebraska Omaha,W, 93_65 ,15.1
Drake,W, 86_77 ,4
UMKC,W, 76_61 ,4.1
Yale,W, 80_70 ,-3.2
Kansas,L, 97_89 OT,-0.9
Texas,W, 82_62 ,7.2
West Virginia,W, 69_67 ,3.9
TCU,W, 63_50 ,6.2
Texas Tech,L, 56_51 ,-0.4
Kansas St.,W, 73_67 ,2.5
Oklahoma St.,L, 78_76 ,3.3
Baylor,W, 79_71 ,1.5
Oklahoma,W, 83_64 ,12
Kansas St.,L, 79_70 ,-3.3
Texas,L, 89_86 2OT,0.5
TCU,W, 87_53 ,10.7
Baylor,W, 87_82 ,2.9
Texas Tech,W, 86_66 ,-
Kansas,L, 108_96 OT,0.9
Oklahoma,L, 86_69 ,-11.5
Oklahoma St.,W, 87_76 ,8.1
West Virginia,W, 83_74 ,14.2
Oklahoma,W, 73_66 ,-6.9
Kansas,L, 88_73 ,-4.7
Notre Dame,W, 76_58 ,7.3
Ohio St.,L, 78_75 ,-2.2
