Opponent,Results,Score,PlusMinus
Georgia Tech,L, 79_61 ,-8.9
Bethune Cookman,W, 65_55 ,2.7
Nebraska Omaha,W, 76_52 ,11.6
Chicago St.,W, 79_51 ,11
Nebraska,L, 61_57 ,-2.2
Southern,W, 68_65 ,10
Navy,W, 51_41 ,6.6
Nicholls St.,W, 65_48 ,8.8
San Diego,L, 78_72 ,-1.2
UT Rio Grande Valley,W, 76_49 ,6.8
Pepperdine,W, 69_54 ,6.1
Hofstra,W, 83_62 ,5.9
Alabama,W, 53_50 ,-2.8
Wofford,W, 62_48 ,3.3
UTEP,L, 66_57 ,-7.1
SMU,L, 59_53 ,-6.5
Tulsa,W, 75_72 ,3.4
Memphis,L, 71_60 ,3.3
Rice,W, 73_66 ,3.7
UCF,L, 58_50 ,1.7
UTEP,L, 62_50 ,-
Marshall,W, 91_75 ,12.6
Houston,W, 88_85 ,-9.2
Southern Miss,L, 71_60 ,-
SMU,W, 78_67 ,0.8
Rice,W, 89_64 ,11.5
UAB,L, 76_71 ,-4.4
Tulsa,L, 78_66 ,9.5
East Carolina,L, 88_85 ,-0.1
Houston,L, 96_94 ,4.6
Marshall,W, 66_64 ,-4.5
Memphis,L, 81_68 ,-8.6
South Alabama,W, 84_73 ,6.4
Bradley,L, 77_72 ,1.1
