Opponent,Results,Score,PlusMinus
Montana St.,W, 87_72 ,12.1
Virginia,L, 83_43 ,-18.5
Stanford,L, 68_57 ,1.8
Boise St.,L, 87_64 ,-15.3
Eastern Washington,W, 75_69 ,4.1
Washington,L, 87_74 ,-14.6
Jackson St.,L, 91_82 ,-1.6
Northern Illinois,W, 75_48 ,15
Campbell,W, 72_49 ,4.5
Idaho,L, 71_64 ,-0.5
Utah St.,L, 75_66 ,-2.4
San Jose St.,L, 76_71 ,-2.2
New Mexico St.,L, 83_82 2OT,0
Denver,L, 64_51 ,-12.4
UT Arlington,W, 61_44 ,12.9
Louisiana Tech,L, 78_71 ,-
UTSA,L, 78_75 ,-6.8
Texas St.,L, 86_83 ,4.1
San Jose St.,W, 56_48 ,2.2
Utah St.,L, 68_46 ,-9
Denver,L, 72_55 ,-
New Mexico St.,L, 60_57 ,-0.1
Louisiana Tech,L, 64_58 ,-3.7
UT Arlington,L, 65_63 ,1.6
Texas St.,L, 67_65 ,1.3
UTSA,W, 53_37 ,15.2
Cal St. Bakersfield,L, 75_74 OT,-1.8
Idaho,L, 76_72 ,1.4
Texas St.,L, 68_56 ,-6.3
