Opponent,Results,Score,PlusMinus
Butler,L, 74_59 ,-11.4
Colgate,W, 81_72 ,6.8
Florida Atlantic,W, 62_59 OT,-4.1
South Carolina,W, 65_53 ,8
VMI,L, 90_81 ,-
Georgia Southern,W, 55_50 ,6.5
College of Charleston,L, 56_54 ,-1.2
Dartmouth,W, 71_49 ,12.6
Massachusetts,L, 78_73 OT,-2.8
Duke,L, 76_54 ,-6.7
Columbia,W, 70_69 ,0.8
Princeton,L, 74_64 ,-9
Appalachian St.,L, 80_70 ,2.3
Western Carolina,W, 80_67 ,2.5
Furman,W, 73_59 ,12.3
Wofford,W, 68_61 ,0.8
Chattanooga,W, 85_61 ,-
The Citadel,W, 70_66 ,5.1
UNC Greensboro,W, 72_66 ,2.4
Samford,W, 77_66 ,7.9
Wofford,L, 60_50 ,-2.4
Furman,W, 64_60 ,-3.5
Appalachian St.,W, 61_58 ,-0.9
Western Carolina,W, 80_73 OT,2.7
Samford,W, 63_62 ,5.3
Chattanooga,L, 72_68 ,0.1
Davidson,L, 69_63 ,-2.3
UNC Greensboro,W, 80_66 ,4.7
UNC Greensboro,W, 68_61 ,4.4
College of Charleston,L, 68_60 ,-7
Canisius,L, 69_53 ,-9
