Opponent,Results,Score,PlusMinus
Elon,W, 74_59 ,11.4
Xavier,L, 62_47 ,-
Marquette,W, 72_71 ,-2.3
North Carolina,W, 82_71 ,14.8
Illinois,L, 78_61 ,-8.8
Ball St.,W, 67_53 ,6.4
IUPUI,W, 87_55 ,21.8
Northwestern,W, 74_65 ,4.3
Indiana,W, 88_86 OT,-1.3
Evansville,W, 75_67 ,4.5
Vanderbilt,W, 68_49 ,5.3
Penn,W, 70_57 ,5.1
New Orleans,W, 57_44 ,5.9
Saint Joseph's,W, 72_66 ,-1.8
Dayton,W, 79_73 ,6.3
Richmond,W, 62_47 ,9.9
Gonzaga,W, 64_63 ,-0
La Salle,L, 54_53 ,2.5
Temple,W, 83_71 ,3
Saint Louis,L, 75_58 ,-9.4
Rhode Island,W, 75_68 ,3
St. Bonaventure,W, 77_58 ,7.5
George Washington,W, 59_56 ,8.3
Charlotte,L, 71_67 ,-2.8
Fordham,W, 68_63 ,2.2
Duquesne,W, 68_49 ,12.1
Saint Louis,L, 65_61 ,0.4
VCU,L, 84_52 ,-15.1
Massachusetts,W, 73_62 ,7.5
Xavier,W, 67_62 ,2.1
Dayton,W, 73_67 ,2.6
La Salle,W, 69_58 ,5.5
Saint Louis,L, 67_56 ,-1
Bucknell,W, 68_56 ,3.5
Marquette,L, 74_72 ,2.4
