Opponent,Results,Score,PlusMinus
Arkansas,L, 73_68 ,-5.5
Indiana,L, 99_45 ,-21.9
Southern Miss,L, 61_49 ,-8.1
Liberty,W, 64_50 ,9.3
UC Irvine,W, 65_63 OT,2.8
Texas,L, 65_37 ,-10.6
Northern Arizona,L, 77_60 ,-9.6
Houston Baptist,W, 69_57 ,5.4
Samford,W, 73_57 ,8.6
Texas A&M Corpus Chris,W, 61_57 ,2.4
Northwestern St.,L, 73_64 ,-
Lamar,W, 68_57 ,6.7
McNeese St.,W, 72_57 ,1.5
Central Arkansas,W, 63_52 ,7.6
Oral Roberts,L, 65_61 OT,0.7
Southeastern Louisiana,L, 69_65 ,1.2
Nicholls St.,L, 70_67 OT,6.6
Texas A&M Corpus Chris,W, 55_51 ,-3.3
McNeese St.,L, 59_58 OT,4.6
Lamar,W, 78_40 ,13.7
Oral Roberts,L, 74_64 ,-9.9
Central Arkansas,W, 80_75 ,-
Stephen F. Austin,L, 50_44 ,-4.4
Eastern Washington,L, 81_76 ,-8.8
Nicholls St.,L, 56_53 ,-1.6
Southeastern Louisiana,W, 54_45 ,8.7
Stephen F. Austin,L, 57_42 ,-6
Northwestern St.,L, 84_73 ,-6
Central Arkansas,W, 69_63 ,2.1
Oral Roberts,W, 58_55 ,-1.2
Northwestern St.,L, 55_52 ,1.6
