Name_LowerRank,GamesPlayed_LowerRank,ConfRecord_LowerRank,TotalRecord_LowerRank,OffEff_LowerRank,DefEff_LowerRank,Turnovers_LowerRank,ForcedTurnovers_LowerRank,2PFGOff_LowerRank,2PFGDef_LowerRank,3PFGOff_LowerRank,3PFGDef_LowerRank,FTOff_LowerRank,FTDef_LowerRank,Rank_LowerRank,Name_HigherRank,GamesPlayed_HigherRank,ConfRecord_HigherRank,TotalRecord_HigherRank,OffEff_HigherRank,DefEff_HigherRank,Turnovers_HigherRank,ForcedTurnovers_HigherRank,2PFGOff_HigherRank,2PFGDef_HigherRank,3PFGOff_HigherRank,3PFGDef_HigherRank,FTOff_HigherRank,FTDef_HigherRank,Rank_HigherRank,Results_HigherRank,Differntial,Score,PlusMinus_HigherRank
Syracuse,34,10_8,19_15,116.2,100.6,18.0,19.7,51.3,49.6,37.9,34.3,35.1,29.2,45,Miami FL,33,10_8,21_12,110.8,93.1,19.5,18.3,49.8,46.6,35.6,33.0,34.3,28.7,33,W,5, 62_57 ,4.1
Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,Miami FL,33,10_8,21_12,110.8,93.1,19.5,18.3,49.8,46.6,35.6,33.0,34.3,28.7,33,L,-20, 78_58 ,-5.5
Dartmouth,27,4_10,7_20,98.8,111.4,21.7,15.8,48.1,53.7,35.2,35.1,33.8,30.7,306,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,23, 84_61 ,10.7
Marist,32,5_15,8_24,100.8,112.6,18.4,15.7,49.9,50.5,33.3,37.7,37.9,37.0,296,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,42, 107_65 ,17.4
Brown,28,4_10,13_17,102.5,113.1,19.6,21.2,49.0,58.6,35.6,37.4,44.5,39.1,282,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,7, 79_72 ,7.7
Belmont,29,15_1,23_7,108.8,103.3,18.4,16.0,60.9,48.6,34.1,31.8,29.4,31.9,105,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,9, 82_73 ,8.3
Valparaiso,32,14_4,24_9,104.5,99.9,18.2,17.9,50.5,46.4,33.0,32.8,36.9,32.4,110,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,L,-3, 65_62 ,-2.3
Providence,33,10_8,20_13,108.3,94.5,18.4,20.3,49.1,49.9,37.1,32.8,38.1,30.5,51,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,L,-3, 63_60 ,1.6
Old Dominion,31,12_6,19_12,99.7,96.3,17.5,20.1,44.5,44.0,32.4,33.6,34.1,38.6,121,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,12, 51_39 ,7.6
Houston,32,12_6,22_11,112.8,98.1,14.9,20.7,47.7,45.7,39.4,32.9,28.6,36.8,50,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,L,-5, 82_77 ,1.9
Holy Cross,32,9_9,15_17,97.4,102.3,17.8,25.7,49.3,54.9,34.5,34.3,34.4,30.4,222,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,11, 65_54 ,7.2
William & Mary,29,10_8,17_14,111.5,108.7,17.4,14.5,55.8,51.0,37.8,36.1,38.7,35.1,133,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,11, 73_62 ,6.1
Saint Louis,33,6_12,12_21,95.5,103.2,20.3,16.9,44.3,48.9,34.2,35.6,34.4,38.5,259,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,34, 90_56 ,12.2
Saint Joseph's,31,4_14,11_20,101.6,102.6,17.0,18.0,45.7,50.3,32.4,34.9,40.1,32.5,177,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,30, 88_58 ,12.8
Dayton,31,15_3,24_8,111.6,97.0,16.9,20.9,51.0,47.2,38.4,32.3,43.4,35.2,49,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,L,-3, 67_64 ,2.1
La Salle,30,9_9,15_15,109.1,107.0,18.6,17.7,52.4,51.3,36.4,39.4,38.3,33.1,141,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,L,-12, 87_75 ,-15.0
Massachusetts,33,4_14,15_18,99.6,99.5,20.3,19.6,53.3,44.5,29.7,34.5,34.6,44.5,166,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,2, 79_77 ,-3.6
Duquesne,32,3_15,10_22,101.6,106.1,20.0,17.6,48.3,47.9,33.4,35.9,37.1,33.3,214,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,21, 90_69 ,9.8
Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,L,-11, 73_62 ,-10.9
St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,12, 71_59 ,7.8
George Washington,35,10_8,20_15,107.1,103.8,19.3,16.2,45.6,48.9,37.1,35.4,36.6,26.9,125,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,12, 82_70 ,0.8
Davidson,32,8_10,17_15,108.8,98.6,17.4,17.1,51.9,45.8,34.1,38.1,31.5,33.4,74,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,11, 70_59 ,-1.7
Massachusetts,33,4_14,15_18,99.6,99.5,20.3,19.6,53.3,44.5,29.7,34.5,34.6,44.5,166,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,8, 70_62 ,5.8
Dayton,31,15_3,24_8,111.6,97.0,16.9,20.9,51.0,47.2,38.4,32.3,43.4,35.2,49,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,L,-1, 75_74 ,2.7
Fordham,31,7_11,13_19,96.6,98.2,19.7,25.6,47.4,52.3,33.2,36.1,26.7,43.5,185,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,L,-10, 53_43 ,-0.4
George Mason,33,9_9,20_14,106.1,103.7,18.7,14.2,48.5,48.4,34.2,32.7,39.7,27.7,136,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,3, 77_74 ,7.2
La Salle,30,9_9,15_15,109.1,107.0,18.6,17.7,52.4,51.3,36.4,39.4,38.3,33.1,141,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,11, 67_56 ,8.4
VCU,35,14_4,26_9,108.1,95.9,17.8,21.0,51.5,46.0,33.1,33.8,36.4,40.9,60,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,10, 69_59 ,2.8
Saint Joseph's,31,4_14,11_20,101.6,102.6,17.0,18.0,45.7,50.3,32.4,34.9,40.1,32.5,177,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,19, 68_49 ,12.7
Davidson,32,8_10,17_15,108.8,98.6,17.4,17.1,51.9,45.8,34.1,38.1,31.5,33.4,74,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,3, 73_70 OT,-1.8
St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,11, 74_63 ,5.9
Davidson,32,8_10,17_15,108.8,98.6,17.4,17.1,51.9,45.8,34.1,38.1,31.5,33.4,74,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,24, 84_60 ,10.6
VCU,35,14_4,26_9,108.1,95.9,17.8,21.0,51.5,46.0,33.1,33.8,36.4,40.9,60,Rhode Island,35,13_5,25_10,111.1,94.1,16.4,19.4,51.2,45.4,33.3,29.5,39.2,45.0,34,W,7, 70_63 ,9.6
Lehigh,31,12_6,20_12,105.9,102.5,19.8,18.6,53.4,49.0,39.2,34.8,32.0,28.1,123,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,3, 84_81 ,3.2
Buffalo,30,11_7,17_15,103.5,102.0,19.8,17.5,51.4,45.8,33.0,35.1,37.3,42.9,142,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,33, 86_53 ,14.6
Missouri,32,2_16,8_24,101.3,100.0,16.9,19.2,45.0,48.3,30.4,34.4,38.7,42.6,145,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,1, 83_82 OT,-1.8
Clemson,33,6_12,17_16,115.3,98.9,15.8,20.1,49.8,51.0,35.7,35.6,34.3,24.1,40,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,6, 83_77 ,6.8
Northern Iowa,29,9_9,14_16,96.8,96.6,17.3,20.9,45.3,47.6,32.3,36.8,34.2,26.0,162,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,8, 67_59 ,3.8
Northern Iowa,29,9_9,14_16,96.8,96.6,17.3,20.9,45.3,47.6,32.3,36.8,34.2,26.0,162,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,22, 64_42 ,16.0
North Dakota St.,28,11_5,19_11,102.7,104.5,16.9,17.2,50.8,46.7,36.3,37.8,39.7,31.3,188,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,30, 85_55 ,18.1
Colorado,33,8_10,19_15,111.5,102.2,17.4,17.2,49.9,47.3,35.1,36.8,37.5,33.9,80,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,L,-2, 68_66 ,0.6
Utah,30,11_7,20_12,112.4,98.8,19.2,17.0,57.4,46.9,36.0,35.6,33.1,31.2,53,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,8, 77_69 ,6.4
Eastern Washington,32,13_5,22_12,108.6,110.0,17.1,14.5,53.7,48.2,36.8,37.7,34.8,36.9,183,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,29, 85_56 ,6.9
Providence,33,10_8,20_13,108.3,94.5,18.4,20.3,49.1,49.9,37.1,32.8,38.1,30.5,51,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,26, 82_56 ,12.3
Georgetown,32,5_13,14_18,107.5,96.4,20.1,17.3,51.8,46.8,34.9,32.4,42.6,38.8,69,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,5, 81_76 ,1.1
St. John's,33,7_11,14_19,108.5,102.2,17.7,20.5,47.5,50.5,36.4,37.4,36.2,39.3,100,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,15, 97_82 ,12.1
Georgetown,32,5_13,14_18,107.5,96.4,20.1,17.3,51.8,46.8,34.9,32.4,42.6,38.8,69,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,11, 86_75 ,2.8
St. John's,33,7_11,14_19,108.5,102.2,17.7,20.5,47.5,50.5,36.4,37.4,36.2,39.3,100,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,5, 82_77 ,6.3
Seton Hall,33,10_8,21_12,108.9,95.6,19.5,17.5,49.6,48.0,33.8,34.1,37.6,36.1,52,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,2, 72_70 ,1.5
DePaul,32,2_16,9_23,102.9,103.1,20.4,20.0,47.7,53.6,32.6,36.1,35.6,40.2,170,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,11, 72_61 ,6.3
Providence,33,10_8,20_13,108.3,94.5,18.4,20.3,49.1,49.9,37.1,32.8,38.1,30.5,51,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,L,-12, 75_63 ,-0.4
Seton Hall,33,10_8,21_12,108.9,95.6,19.5,17.5,49.6,48.0,33.8,34.1,37.6,36.1,52,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,L,-7, 71_64 ,-0.8
DePaul,32,2_16,9_23,102.9,103.1,20.4,20.0,47.7,53.6,32.6,36.1,35.6,40.2,170,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,14, 79_65 ,0.0
DePaul,32,2_16,9_23,102.9,103.1,20.4,20.0,47.7,53.6,32.6,36.1,35.6,40.2,170,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,11, 75_64 ,3.5
Maryland,32,12_6,24_9,113.4,97.9,19.0,18.0,51.0,45.6,36.3,34.2,38.5,32.6,42,Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,W,11, 76_65 ,3.1
Louisiana Lafayette,31,10_8,21_12,109.8,108.9,17.9,20.1,51.5,53.8,34.2,37.1,42.2,37.3,155,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,12, 86_74 ,16.1
UT Arlington,34,14_4,27_9,108.9,100.4,18.7,20.1,54.7,49.4,33.0,32.2,34.6,36.6,83,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,17, 84_67 ,4.3
Mount St. Mary's,36,14_4,20_16,98.9,101.8,19.2,21.7,49.4,49.5,35.8,34.1,32.4,32.6,201,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,24, 80_56 ,7.7
St. John's,33,7_11,14_19,108.5,102.2,17.7,20.5,47.5,50.5,36.4,37.4,36.2,39.3,100,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,6, 92_86 ,3.4
Arkansas,36,12_6,26_10,114.9,99.8,16.6,18.5,50.0,46.7,36.5,33.2,38.1,39.1,48,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,14, 85_71 ,9.4
Southern Illinois,32,9_9,17_16,102.1,103.1,17.6,20.3,47.9,48.2,31.6,39.4,35.4,33.6,178,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,12, 57_45 ,6.0
NJIT,29,3_11,11_20,98.0,109.3,19.7,18.4,47.7,53.7,33.4,38.4,33.3,36.3,292,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,6, 74_68 ,1.5
Georgia Southern,31,11_7,18_15,104.4,106.5,17.0,18.7,49.2,51.4,36.3,34.1,39.9,34.7,193,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,37, 86_49 ,13.7
Northern Illinois,29,7_11,15_17,98.8,101.8,19.5,20.5,46.6,49.8,30.6,34.9,40.3,39.8,203,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,20, 77_57 ,6.5
LIU Brooklyn,31,13_5,20_12,99.3,106.7,20.9,19.5,47.0,47.6,34.8,35.4,38.8,37.1,249,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,10, 76_66 ,7.5
Arkansas St.,31,11_7,20_12,104.9,102.4,18.6,18.8,49.7,49.8,37.7,32.0,41.5,41.8,135,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,7, 82_75 ,8.6
Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,L,-1, 75_74 OT,5.2
Northwestern,36,10_8,24_12,111.2,95.2,16.0,17.9,48.8,44.0,34.2,33.3,30.5,36.1,39,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,4, 70_66 ,-0.3
Ohio St.,32,7_11,17_15,111.2,99.4,19.2,17.5,51.6,45.7,35.6,35.6,38.1,29.4,66,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,10, 78_68 ,8.1
Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,L,-18, 65_47 ,-13.7
Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,L,-2, 52_50 ,5.6
Ohio St.,32,7_11,17_15,111.2,99.4,19.2,17.5,51.6,45.7,35.6,35.6,38.1,29.4,66,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,L,-6, 78_72 ,-7.2
Maryland,32,12_6,24_9,113.4,97.9,19.0,18.0,51.0,45.6,36.3,34.2,38.5,32.6,42,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,L,-7, 85_78 ,2.4
Illinois,34,8_10,20_15,105.1,95.3,18.3,18.5,48.5,49.6,36.1,33.7,32.5,30.1,75,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,9, 68_59 ,2.9
Iowa,34,10_8,19_15,112.6,101.0,18.6,19.1,49.9,49.5,37.9,35.8,34.9,27.5,68,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,12, 101_89 2OT,3.2
Rutgers,32,3_15,15_18,100.8,98.2,19.7,18.9,44.5,46.6,30.2,32.7,31.2,31.2,131,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,9, 72_63 ,6.5
Indiana,34,7_11,18_16,115.4,99.9,21.4,15.7,54.1,47.7,38.0,33.7,34.1,36.8,43,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,1, 75_74 ,-0.6
Maryland,32,12_6,24_9,113.4,97.9,19.0,18.0,51.0,45.6,36.3,34.2,38.5,32.6,42,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,14, 89_75 ,2.8
Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,10, 81_71 ,7.5
Nebraska,30,6_12,12_19,104.6,98.4,18.6,19.3,45.3,47.5,31.8,40.7,30.0,33.3,98,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,15, 88_73 ,9.8
Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,W,5, 63_58 ,2.1
Middle Tennessee,35,17_1,31_5,111.2,96.6,15.6,19.8,53.6,47.1,36.9,32.8,30.0,38.2,47,Minnesota,34,11_7,24_10,109.3,92.9,16.1,17.6,47.5,44.5,34.3,30.9,39.6,29.2,36,L,-9, 81_72 ,-5.1
Mississippi Valley St.,32,7_11,7_25,94.6,118.8,19.7,19.5,44.9,56.0,34.3,38.1,33.5,37.8,342,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,47, 100_53 ,15.1
Florida Gulf Coast,31,12_2,26_8,107.8,103.4,17.9,17.4,55.4,51.0,33.7,31.0,33.8,35.9,113,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,1, 78_77 ,3.1
St. John's,33,7_11,14_19,108.5,102.2,17.7,20.5,47.5,50.5,36.4,37.4,36.2,39.3,100,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,11, 73_62 ,1.4
Oral Roberts,28,4_12,8_22,103.0,109.4,16.7,16.1,47.9,51.8,35.4,39.6,30.6,32.0,231,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,4, 80_76 ,0.5
Youngstown St.,32,5_13,13_21,101.0,112.8,16.0,16.4,49.0,53.5,32.8,34.6,25.9,29.1,294,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,20, 77_57 ,9.2
Tennessee Tech,30,8_8,12_20,97.6,107.0,19.2,20.4,47.7,51.1,32.5,34.7,38.5,39.7,274,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,8, 71_63 ,11.2
Northeastern,31,8_10,15_16,105.2,106.5,18.5,17.0,52.4,50.7,36.7,36.4,37.8,31.0,182,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,L,-8, 81_73 ,-2.1
Oakland,32,14_4,25_9,103.8,99.2,18.4,18.9,51.9,45.3,33.3,32.2,37.7,28.5,109,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,12, 77_65 ,4.5
Northwestern,36,10_8,24_12,111.2,95.2,16.0,17.9,48.8,44.0,34.2,33.3,30.5,36.1,39,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,9, 61_52 ,8.1
Rutgers,32,3_15,15_18,100.8,98.2,19.7,18.9,44.5,46.6,30.2,32.7,31.2,31.2,131,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,28, 93_65 ,8.9
Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,L,-9, 72_63 ,-7.0
Ohio St.,32,7_11,17_15,111.2,99.4,19.2,17.5,51.6,45.7,35.6,35.6,38.1,29.4,66,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,L,-5, 72_67 ,-1.4
Indiana,34,7_11,18_16,115.4,99.9,21.4,15.7,54.1,47.7,38.0,33.7,34.1,36.8,43,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,L,-7, 82_75 ,-9.2
Nebraska,30,6_12,12_19,104.6,98.4,18.6,19.3,45.3,47.5,31.8,40.7,30.0,33.3,98,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,11, 72_61 ,5.9
Iowa,34,10_8,19_15,112.6,101.0,18.6,19.1,49.9,49.5,37.9,35.8,34.9,27.5,68,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,11, 77_66 ,4.0
Ohio St.,32,7_11,17_15,111.2,99.4,19.2,17.5,51.6,45.7,35.6,35.6,38.1,29.4,66,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,8, 74_66 ,5.4
Nebraska,30,6_12,12_19,104.6,98.4,18.6,19.3,45.3,47.5,31.8,40.7,30.0,33.3,98,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,16, 88_72 ,10.9
Illinois,34,8_10,20_15,105.1,95.3,18.3,18.5,48.5,49.6,36.1,33.7,32.5,30.1,75,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,L,-3, 73_70 ,-2.9
Maryland,32,12_6,24_9,113.4,97.9,19.0,18.0,51.0,45.6,36.3,34.2,38.5,32.6,42,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,L,-3, 63_60 ,-0.5
Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,W,27, 78_51 ,13.1
Alabama St.,30,6_12,8_23,90.2,114.1,22.0,18.0,44.4,49.7,29.4,34.5,34.6,42.6,344,TCU,38,6_12,24_15,114.0,97.1,18.8,18.7,52.2,48.3,35.7,36.3,32.2,30.9,38,W,36, 98_62 ,20.2
